# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Sample"	"Quantity"	"Target"	"Dye"	"Task"	"Reporter"	"Quencher"	"Amp Status"	"Cq"	"Cq Mean"	"Cq Confidence"	"Cq SD"	"Quantity Mean"	"Quantity SD"	"Auto Threshold"	"Threshold"	"Auto Baseline"	"Baseline Start"	"Baseline End"	"Tm1"	"Tm2"	"Tm3"	"Tm4"	"Y-Intercept"	"R2"	"Slope"	"Efficiency"	"Standard Deviation"	"Standard Error"	"Omit"
"53"	"E5"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"23.828155431344378"	"24.45756170655361"	"0.9468455381217444"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"19"	"80.918701171875"	""	""	""	""	""	""	""	""	""	"FALSE"
"54"	"E6"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"23.949107533554873"	"24.45756170655361"	"0.9443902194344801"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.918701171875"	""	""	""	""	""	""	""	""	""	"FALSE"
"55"	"E7"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.2467790753865"	"24.45756170655361"	"0.9433930164767605"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"56"	"E8"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.279517868242003"	"24.45756170655361"	"0.9236154156345939"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"57"	"E9"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.05531980155203"	"24.45756170655361"	"0.9475318946568808"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.91810607910156"	""	""	""	""	""	""	""	""	""	"FALSE"
"58"	"E10"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.02003188466354"	"24.45756170655361"	"0.9441358851659392"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.91810607910156"	""	""	""	""	""	""	""	""	""	"FALSE"
"59"	"E11"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"21.960174685582146"	"24.45756170655361"	"0.937689646381108"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"18"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"60"	"E12"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"22.19791057976674"	"24.45756170655361"	"0.9380328251778237"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"18"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"61"	"F1"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.613781325733683"	"24.45756170655361"	"0.950388457243878"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.8033676147461"	""	""	""	""	""	""	""	""	""	"FALSE"
"62"	"F2"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.278175123206964"	"24.45756170655361"	"0.9418430200202695"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.8033676147461"	""	""	""	""	""	""	""	""	""	"FALSE"
"63"	"F3"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"22.728754595878833"	"24.45756170655361"	"0.9472830610349223"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"18"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"64"	"F4"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"22.645971938118095"	"24.45756170655361"	"0.9401292142458644"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"65"	"F5"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.14853713048391"	"24.45756170655361"	"0.9517624328920847"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.918701171875"	""	""	""	""	""	""	""	""	""	"FALSE"
"66"	"F6"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.1441247437323"	"24.45756170655361"	"0.944583018372531"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.918701171875"	""	""	""	""	""	""	""	""	""	"FALSE"
"67"	"F7"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.898182629530282"	"24.45756170655361"	"0.939464298959186"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"68"	"F8"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.957465646594528"	"24.45756170655361"	"0.9396368477302507"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"69"	"F9"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.923594327536684"	"24.45756170655361"	"0.949325528135533"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.91810607910156"	""	""	""	""	""	""	""	""	""	"FALSE"
"70"	"F10"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.671441230376438"	"24.45756170655361"	"0.93151922433136"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"20"	"81.05509185791016"	""	""	""	""	""	""	""	""	""	"FALSE"
"71"	"F11"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.802721148103736"	"24.45756170655361"	"0.9175784625043995"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"72"	"F12"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.815843728325177"	"24.45756170655361"	"0.9255451330590883"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"73"	"G1"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.939341462275678"	"24.45756170655361"	"0.9471943724683854"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.94042205810547"	""	""	""	""	""	""	""	""	""	"FALSE"
"74"	"G2"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.701557760122157"	"24.45756170655361"	"0.9487718602711335"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"5"	"21"	"80.8033676147461"	""	""	""	""	""	""	""	""	""	"FALSE"
"75"	"G3"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.849902793184484"	"24.45756170655361"	"0.9456253970350499"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"76"	"G4"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.68173178516315"	"24.45756170655361"	"0.9481438282610756"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"16"	"20"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"77"	"G5"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"28.421017156168915"	"24.45756170655361"	"0.9343415289985408"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"15"	"24"	"81.05567932128906"	""	""	""	""	""	""	""	""	""	"FALSE"
"78"	"G6"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"28.297101998168564"	"24.45756170655361"	"0.9803699153865058"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"14"	"24"	"81.05567932128906"	""	""	""	""	""	""	""	""	""	"FALSE"
"79"	"G7"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.38708349788496"	"24.45756170655361"	"0.9352846506028945"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"80"	"G8"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.454097262665563"	"24.45756170655361"	"0.9400661385894972"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"81"	"G9"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.343085831346997"	"24.45756170655361"	"0.9379319795216728"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"15"	"20"	"81.05509185791016"	""	""	""	""	""	""	""	""	""	"FALSE"
"82"	"G10"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.198842192878956"	"24.45756170655361"	"0.9460124772206463"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"19"	"81.05509185791016"	""	""	""	""	""	""	""	""	""	"FALSE"
"83"	"G11"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.19786701736919"	"24.45756170655361"	"0.9212343927425768"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"84"	"G12"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.407573498808603"	"24.45756170655361"	"0.9275703188043488"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"85"	"H1"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.49395552384385"	"24.45756170655361"	"0.9430167907703665"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.94042205810547"	""	""	""	""	""	""	""	""	""	"FALSE"
"86"	"H2"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"24.383531940781026"	"24.45756170655361"	"0.9459988292748854"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.8033676147461"	""	""	""	""	""	""	""	""	""	"FALSE"
"87"	"H3"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.926969652544933"	"24.45756170655361"	"0.944852586032391"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"88"	"H4"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.980923570585325"	"24.45756170655361"	"0.9346135498275306"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9597396850586"	""	""	""	""	""	""	""	""	""	"FALSE"
"89"	"H5"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"30.925986494328086"	"24.45756170655361"	"0.9516041948818845"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"16"	"26"	"81.05567932128906"	""	""	""	""	""	""	""	""	""	"FALSE"
"90"	"H6"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"31.341957574606354"	"24.45756170655361"	"0.9392912885965172"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"21"	"26"	"80.918701171875"	""	""	""	""	""	""	""	""	""	"FALSE"
"91"	"H7"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"26.064170528945866"	"24.45756170655361"	"0.927560265077555"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"92"	"H8"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.981900329399828"	"24.45756170655361"	"0.9371256022865347"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""	""	""	""	""	""	"FALSE"
"93"	"H9"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.260568710646147"	"24.45756170655361"	"0.9423419340420227"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"81.05509185791016"	""	""	""	""	""	""	""	""	""	"FALSE"
"94"	"H10"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"25.171337194239378"	"24.45756170655361"	"0.9560670813023382"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"16"	"21"	"81.05509185791016"	""	""	""	""	""	""	""	""	""	"FALSE"
"95"	"H11"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"22.255979104194857"	"24.45756170655361"	"0.9452362284260317"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
"96"	"H12"	"Sample 1"	""	"Target 1"	"SYBR"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"22.33993134992761"	"24.45756170655361"	"0.9381773859098748"	"2.5964695479533315"	""	""	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.76512908935547"	""	""	""	""	""	""	""	""	""	"FALSE"
