# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Sample"	"Target"	"Tm"	"Melt Peak Height"	"Melt Peak Parity Factor"
"54"	"E6"	"Sample 1"	"Target 1"	"80.918701171875"	"162151.3125"	"-"
"54"	"E6"	"Sample 1"	"Target 1"	"63.11150360107422"	"24874.142578125"	"-"
"54"	"E6"	"Sample 1"	"Target 1"	"74.34373474121094"	"25899.44921875"	"-"
"55"	"E7"	"Sample 1"	"Target 1"	"80.9585189819336"	"160181.59375"	"-"
"55"	"E7"	"Sample 1"	"Target 1"	"62.30854797363281"	"25303.63671875"	"-"
"55"	"E7"	"Sample 1"	"Target 1"	"90.14637756347656"	"1240.5703125"	"-"
"55"	"E7"	"Sample 1"	"Target 1"	"66.2853775024414"	"24641.85546875"	"-"
"56"	"E8"	"Sample 1"	"Target 1"	"80.9585189819336"	"177982.5"	"-"
"56"	"E8"	"Sample 1"	"Target 1"	"63.679866790771484"	"27620.06640625"	"-"
"56"	"E8"	"Sample 1"	"Target 1"	"93.84893798828125"	"1765.3828125"	"-"
"56"	"E8"	"Sample 1"	"Target 1"	"89.87210845947266"	"2055.29296875"	"-"
"56"	"E8"	"Sample 1"	"Target 1"	"71.90779876708984"	"27944.6484375"	"-"
"57"	"E9"	"Sample 1"	"Target 1"	"80.91810607910156"	"149107.515625"	"-"
"57"	"E9"	"Sample 1"	"Target 1"	"89.95932006835938"	"1671.123046875"	"-"
"57"	"E9"	"Sample 1"	"Target 1"	"89.00041198730469"	"1642.392578125"	"-"
"57"	"E9"	"Sample 1"	"Target 1"	"62.835655212402344"	"25816.1953125"	"-"
"57"	"E9"	"Sample 1"	"Target 1"	"74.20568084716797"	"27138.0546875"	"-"
"58"	"E10"	"Sample 1"	"Target 1"	"80.91810607910156"	"145856.0"	"-"
"58"	"E10"	"Sample 1"	"Target 1"	"65.98638153076172"	"22915.240234375"	"-"
"59"	"E11"	"Sample 1"	"Target 1"	"80.76512908935547"	"139486.953125"	"-"
"59"	"E11"	"Sample 1"	"Target 1"	"88.29301452636719"	"1444.783203125"	"-"
"59"	"E11"	"Sample 1"	"Target 1"	"64.20378875732422"	"21941.861328125"	"-"
"59"	"E11"	"Sample 1"	"Target 1"	"93.76783752441406"	"1013.470703125"	"-"
"60"	"E12"	"Sample 1"	"Target 1"	"80.76512908935547"	"143830.890625"	"-"
"60"	"E12"	"Sample 1"	"Target 1"	"71.86854553222656"	"23800.154296875"	"-"
"60"	"E12"	"Sample 1"	"Target 1"	"90.48294067382812"	"1032.693359375"	"-"
"61"	"F1"	"Sample 1"	"Target 1"	"80.8033676147461"	"133578.453125"	"-"
"61"	"F1"	"Sample 1"	"Target 1"	"66.41230773925781"	"22033.52734375"	"-"
"61"	"F1"	"Sample 1"	"Target 1"	"88.20448303222656"	"595.671875"	"-"
"61"	"F1"	"Sample 1"	"Target 1"	"63.39704132080078"	"21649.46484375"	"-"
"62"	"F2"	"Sample 1"	"Target 1"	"80.8033676147461"	"147242.734375"	"-"
"62"	"F2"	"Sample 1"	"Target 1"	"63.67115783691406"	"25517.263671875"	"-"
"62"	"F2"	"Sample 1"	"Target 1"	"88.34153747558594"	"1090.04296875"	"-"
"62"	"F2"	"Sample 1"	"Target 1"	"90.39739990234375"	"1005.3515625"	"-"
"62"	"F2"	"Sample 1"	"Target 1"	"94.3720703125"	"476.55078125"	"-"
"63"	"F3"	"Sample 1"	"Target 1"	"80.9597396850586"	"168214.96875"	"-"
"63"	"F3"	"Sample 1"	"Target 1"	"63.666656494140625"	"25690.0"	"-"
"63"	"F3"	"Sample 1"	"Target 1"	"72.45044708251953"	"26091.625"	"-"
"63"	"F3"	"Sample 1"	"Target 1"	"88.37106323242188"	"1267.96875"	"-"
"63"	"F3"	"Sample 1"	"Target 1"	"68.47029113769531"	"24763.873046875"	"-"
"64"	"F4"	"Sample 1"	"Target 1"	"80.9597396850586"	"190466.546875"	"-"
"64"	"F4"	"Sample 1"	"Target 1"	"72.17594909667969"	"28766.12109375"	"-"
"64"	"F4"	"Sample 1"	"Target 1"	"89.60627746582031"	"1521.822265625"	"-"
"64"	"F4"	"Sample 1"	"Target 1"	"65.45086669921875"	"28176.998046875"	"-"
"65"	"F5"	"Sample 1"	"Target 1"	"80.918701171875"	"158949.78125"	"-"
"65"	"F5"	"Sample 1"	"Target 1"	"88.86344909667969"	"5555.63671875"	"-"
"65"	"F5"	"Sample 1"	"Target 1"	"73.24790954589844"	"27595.802734375"	"-"
"65"	"F5"	"Sample 1"	"Target 1"	"64.34430694580078"	"26746.97265625"	"-"
"66"	"F6"	"Sample 1"	"Target 1"	"80.918701171875"	"167251.6875"	"-"
"66"	"F6"	"Sample 1"	"Target 1"	"63.385459899902344"	"25476.3671875"	"-"
"67"	"F7"	"Sample 1"	"Target 1"	"80.9585189819336"	"174040.5"	"-"
"67"	"F7"	"Sample 1"	"Target 1"	"63.13134002685547"	"27097.724609375"	"-"
"67"	"F7"	"Sample 1"	"Target 1"	"74.10191345214844"	"28004.80078125"	"-"
"67"	"F7"	"Sample 1"	"Target 1"	"87.81512451171875"	"1647.46875"	"-"
"67"	"F7"	"Sample 1"	"Target 1"	"91.2434310913086"	"1179.732421875"	"-"
"68"	"F8"	"Sample 1"	"Target 1"	"80.9585189819336"	"181708.078125"	"-"
"68"	"F8"	"Sample 1"	"Target 1"	"66.69677734375"	"27349.12109375"	"-"
"68"	"F8"	"Sample 1"	"Target 1"	"62.17141342163086"	"26856.41796875"	"-"
"68"	"F8"	"Sample 1"	"Target 1"	"73.69051361083984"	"28955.92578125"	"-"
"69"	"F9"	"Sample 1"	"Target 1"	"80.91810607910156"	"158312.875"	"-"
"69"	"F9"	"Sample 1"	"Target 1"	"63.79457092285156"	"26981.837890625"	"-"
"69"	"F9"	"Sample 1"	"Target 1"	"91.32920837402344"	"1522.19921875"	"-"
"69"	"F9"	"Sample 1"	"Target 1"	"89.00041198730469"	"1430.986328125"	"-"
"70"	"F10"	"Sample 1"	"Target 1"	"81.05509185791016"	"154620.46875"	"-"
"70"	"F10"	"Sample 1"	"Target 1"	"63.52059555053711"	"25472.875"	"-"
"70"	"F10"	"Sample 1"	"Target 1"	"90.37028503417969"	"1708.529296875"	"-"
"70"	"F10"	"Sample 1"	"Target 1"	"93.79499816894531"	"1554.3046875"	"-"
"70"	"F10"	"Sample 1"	"Target 1"	"87.35655212402344"	"1839.068359375"	"-"
"71"	"F11"	"Sample 1"	"Target 1"	"80.76512908935547"	"152063.96875"	"-"
"71"	"F11"	"Sample 1"	"Target 1"	"63.245697021484375"	"24573.060546875"	"-"
"71"	"F11"	"Sample 1"	"Target 1"	"67.35181427001953"	"24799.314453125"	"-"
"71"	"F11"	"Sample 1"	"Target 1"	"72.14228820800781"	"26138.732421875"	"-"
"71"	"F11"	"Sample 1"	"Target 1"	"90.75668334960938"	"1894.904296875"	"-"
"72"	"F12"	"Sample 1"	"Target 1"	"80.76512908935547"	"141031.140625"	"-"
"72"	"F12"	"Sample 1"	"Target 1"	"90.20919799804688"	"1642.072265625"	"-"
"72"	"F12"	"Sample 1"	"Target 1"	"67.62555694580078"	"21653.076171875"	"-"
"72"	"F12"	"Sample 1"	"Target 1"	"64.0669174194336"	"20978.951171875"	"-"
"72"	"F12"	"Sample 1"	"Target 1"	"74.0584716796875"	"23510.224609375"	"-"
"73"	"G1"	"Sample 1"	"Target 1"	"80.94042205810547"	"136950.859375"	"-"
"73"	"G1"	"Sample 1"	"Target 1"	"89.9862289428711"	"1152.171875"	"-"
"73"	"G1"	"Sample 1"	"Target 1"	"88.06742095947266"	"1063.900390625"	"-"
"73"	"G1"	"Sample 1"	"Target 1"	"65.5899658203125"	"21563.685546875"	"-"
"73"	"G1"	"Sample 1"	"Target 1"	"70.66110229492188"	"22929.0625"	"-"
"74"	"G2"	"Sample 1"	"Target 1"	"80.8033676147461"	"146767.828125"	"-"
"74"	"G2"	"Sample 1"	"Target 1"	"65.17879486083984"	"24676.4765625"	"-"
"74"	"G2"	"Sample 1"	"Target 1"	"92.04209899902344"	"1380.275390625"	"-"
"74"	"G2"	"Sample 1"	"Target 1"	"88.47859191894531"	"1514.5859375"	"-"
"74"	"G2"	"Sample 1"	"Target 1"	"75.04694366455078"	"26248.44921875"	"-"
"75"	"G3"	"Sample 1"	"Target 1"	"80.9597396850586"	"144770.0"	"-"
"75"	"G3"	"Sample 1"	"Target 1"	"90.56700134277344"	"1588.80859375"	"-"
"75"	"G3"	"Sample 1"	"Target 1"	"87.27308654785156"	"1503.4609375"	"-"
"75"	"G3"	"Sample 1"	"Target 1"	"73.41117095947266"	"25767.162109375"	"-"
"75"	"G3"	"Sample 1"	"Target 1"	"93.86092376708984"	"722.322265625"	"-"
"76"	"G4"	"Sample 1"	"Target 1"	"80.9597396850586"	"165187.703125"	"-"
"76"	"G4"	"Sample 1"	"Target 1"	"65.45086669921875"	"25706.44921875"	"-"
"76"	"G4"	"Sample 1"	"Target 1"	"70.25450134277344"	"24990.091796875"	"-"
"77"	"G5"	"Sample 1"	"Target 1"	"81.05567932128906"	"164592.890625"	"-"
"77"	"G5"	"Sample 1"	"Target 1"	"73.93280029296875"	"29500.193359375"	"-"
"77"	"G5"	"Sample 1"	"Target 1"	"62.837547302246094"	"26726.16015625"	"-"
"77"	"G5"	"Sample 1"	"Target 1"	"88.86344909667969"	"1242.05078125"	"-"
"77"	"G5"	"Sample 1"	"Target 1"	"65.44013977050781"	"26486.87109375"	"-"
"78"	"G6"	"Sample 1"	"Target 1"	"81.05567932128906"	"153542.953125"	"-"
"78"	"G6"	"Sample 1"	"Target 1"	"73.93280029296875"	"31354.119140625"	"-"
"78"	"G6"	"Sample 1"	"Target 1"	"62.01567840576172"	"25216.541015625"	"-"
"78"	"G6"	"Sample 1"	"Target 1"	"88.04158020019531"	"2980.33984375"	"-"
"78"	"G6"	"Sample 1"	"Target 1"	"64.7552490234375"	"24381.45703125"	"-"
"79"	"G7"	"Sample 1"	"Target 1"	"80.9585189819336"	"162979.8125"	"-"
"79"	"G7"	"Sample 1"	"Target 1"	"64.77692413330078"	"25728.755859375"	"-"
"80"	"G8"	"Sample 1"	"Target 1"	"80.9585189819336"	"166484.09375"	"-"
"80"	"G8"	"Sample 1"	"Target 1"	"63.954132080078125"	"26044.076171875"	"-"
"80"	"G8"	"Sample 1"	"Target 1"	"87.67799377441406"	"2020.73046875"	"-"
"80"	"G8"	"Sample 1"	"Target 1"	"90.00923919677734"	"1969.1875"	"-"
"80"	"G8"	"Sample 1"	"Target 1"	"74.23904418945312"	"26656.71875"	"-"
"81"	"G9"	"Sample 1"	"Target 1"	"81.05509185791016"	"172246.6875"	"-"
"81"	"G9"	"Sample 1"	"Target 1"	"63.65758514404297"	"25794.2890625"	"-"
"81"	"G9"	"Sample 1"	"Target 1"	"88.04148864746094"	"1996.19921875"	"-"
"82"	"G10"	"Sample 1"	"Target 1"	"81.05509185791016"	"155913.40625"	"-"
"82"	"G10"	"Sample 1"	"Target 1"	"88.72643280029297"	"4943.328125"	"-"
"82"	"G10"	"Sample 1"	"Target 1"	"61.739749908447266"	"22176.94921875"	"-"
"82"	"G10"	"Sample 1"	"Target 1"	"73.10977172851562"	"23447.6875"	"-"
"82"	"G10"	"Sample 1"	"Target 1"	"64.75349426269531"	"22144.607421875"	"-"
"83"	"G11"	"Sample 1"	"Target 1"	"80.76512908935547"	"160531.203125"	"-"
"83"	"G11"	"Sample 1"	"Target 1"	"73.23724365234375"	"22706.412109375"	"-"
"83"	"G11"	"Sample 1"	"Target 1"	"63.79317855834961"	"21939.68359375"	"-"
"83"	"G11"	"Sample 1"	"Target 1"	"91.85165405273438"	"3385.59375"	"-"
"83"	"G11"	"Sample 1"	"Target 1"	"69.54174041748047"	"21844.501953125"	"-"
"84"	"G12"	"Sample 1"	"Target 1"	"80.76512908935547"	"136608.25"	"-"
"84"	"G12"	"Sample 1"	"Target 1"	"71.73167419433594"	"22863.541015625"	"-"
"84"	"G12"	"Sample 1"	"Target 1"	"85.41873168945312"	"1432.361328125"	"-"
"84"	"G12"	"Sample 1"	"Target 1"	"64.34066009521484"	"20804.884765625"	"-"
"84"	"G12"	"Sample 1"	"Target 1"	"89.11424255371094"	"957.03515625"	"-"
"85"	"H1"	"Sample 1"	"Target 1"	"80.94042205810547"	"133231.078125"	"-"
"85"	"H1"	"Sample 1"	"Target 1"	"91.63092041015625"	"1530.103515625"	"-"
"85"	"H1"	"Sample 1"	"Target 1"	"71.2093276977539"	"22239.865234375"	"-"
"85"	"H1"	"Sample 1"	"Target 1"	"88.34153747558594"	"1057.453125"	"-"
"85"	"H1"	"Sample 1"	"Target 1"	"62.711753845214844"	"20140.3828125"	"-"
"86"	"H2"	"Sample 1"	"Target 1"	"80.8033676147461"	"143815.90625"	"-"
"86"	"H2"	"Sample 1"	"Target 1"	"73.26519775390625"	"23934.6328125"	"-"
"86"	"H2"	"Sample 1"	"Target 1"	"65.5899658203125"	"22700.50390625"	"-"
"86"	"H2"	"Sample 1"	"Target 1"	"88.20448303222656"	"1261.173828125"	"-"
"86"	"H2"	"Sample 1"	"Target 1"	"91.3568115234375"	"1174.521484375"	"-"
"87"	"H3"	"Sample 1"	"Target 1"	"80.9597396850586"	"134994.46875"	"-"
"87"	"H3"	"Sample 1"	"Target 1"	"64.21564483642578"	"22713.953125"	"-"
"87"	"H3"	"Sample 1"	"Target 1"	"74.09740447998047"	"24197.58984375"	"-"
"87"	"H3"	"Sample 1"	"Target 1"	"92.90019226074219"	"1275.470703125"	"-"
"87"	"H3"	"Sample 1"	"Target 1"	"87.95932006835938"	"1432.93359375"	"-"
"88"	"H4"	"Sample 1"	"Target 1"	"80.9597396850586"	"147250.46875"	"-"
"88"	"H4"	"Sample 1"	"Target 1"	"71.62696838378906"	"25213.974609375"	"-"
"88"	"H4"	"Sample 1"	"Target 1"	"66.82333374023438"	"23811.447265625"	"-"
"88"	"H4"	"Sample 1"	"Target 1"	"90.29251098632812"	"1486.171875"	"-"
"88"	"H4"	"Sample 1"	"Target 1"	"93.44918823242188"	"1038.0859375"	"-"
"89"	"H5"	"Sample 1"	"Target 1"	"81.05567932128906"	"164517.25"	"-"
"89"	"H5"	"Sample 1"	"Target 1"	"73.79582214355469"	"37184.3515625"	"-"
"89"	"H5"	"Sample 1"	"Target 1"	"87.49366760253906"	"1640.857421875"	"-"
"89"	"H5"	"Sample 1"	"Target 1"	"63.79639434814453"	"27440.681640625"	"-"
"89"	"H5"	"Sample 1"	"Target 1"	"66.67294311523438"	"27331.10546875"	"-"
"90"	"H6"	"Sample 1"	"Target 1"	"80.918701171875"	"130410.0859375"	"-"
"90"	"H6"	"Sample 1"	"Target 1"	"73.65884399414062"	"28406.93359375"	"-"
"90"	"H6"	"Sample 1"	"Target 1"	"64.34430694580078"	"23094.744140625"	"-"
"91"	"H7"	"Sample 1"	"Target 1"	"80.9585189819336"	"153795.296875"	"-"
"91"	"H7"	"Sample 1"	"Target 1"	"92.06622314453125"	"2094.029296875"	"-"
"91"	"H7"	"Sample 1"	"Target 1"	"63.13134002685547"	"22455.546875"	"-"
"91"	"H7"	"Sample 1"	"Target 1"	"88.36365509033203"	"1645.26953125"	"-"
"91"	"H7"	"Sample 1"	"Target 1"	"67.79383087158203"	"22654.634765625"	"-"
"92"	"H8"	"Sample 1"	"Target 1"	"80.9585189819336"	"165431.734375"	"-"
"92"	"H8"	"Sample 1"	"Target 1"	"63.679866790771484"	"24643.529296875"	"-"
"92"	"H8"	"Sample 1"	"Target 1"	"72.3191909790039"	"25615.28515625"	"-"
"92"	"H8"	"Sample 1"	"Target 1"	"92.06622314453125"	"1137.017578125"	"-"
"92"	"H8"	"Sample 1"	"Target 1"	"87.81512451171875"	"1647.2265625"	"-"
"93"	"H9"	"Sample 1"	"Target 1"	"81.05509185791016"	"164443.375"	"-"
"93"	"H9"	"Sample 1"	"Target 1"	"64.61650085449219"	"22588.51953125"	"-"
"93"	"H9"	"Sample 1"	"Target 1"	"73.24676513671875"	"23696.7734375"	"-"
"93"	"H9"	"Sample 1"	"Target 1"	"71.05494689941406"	"23624.51953125"	"-"
"94"	"H10"	"Sample 1"	"Target 1"	"81.05509185791016"	"157687.75"	"-"
"94"	"H10"	"Sample 1"	"Target 1"	"74.20568084716797"	"26508.078125"	"-"
"94"	"H10"	"Sample 1"	"Target 1"	"64.61650085449219"	"23203.5390625"	"-"
"94"	"H10"	"Sample 1"	"Target 1"	"67.35626983642578"	"23171.353515625"	"-"
"94"	"H10"	"Sample 1"	"Target 1"	"92.56210327148438"	"680.880859375"	"-"
"95"	"H11"	"Sample 1"	"Target 1"	"80.76512908935547"	"146094.828125"	"-"
"95"	"H11"	"Sample 1"	"Target 1"	"72.8266372680664"	"24294.5703125"	"-"
"95"	"H11"	"Sample 1"	"Target 1"	"91.30416870117188"	"802.072265625"	"-"
"95"	"H11"	"Sample 1"	"Target 1"	"63.382564544677734"	"21730.181640625"	"-"
"96"	"H12"	"Sample 1"	"Target 1"	"80.76512908935547"	"128963.640625"	"-"
"96"	"H12"	"Sample 1"	"Target 1"	"88.70362854003906"	"837.14453125"	"-"
"96"	"H12"	"Sample 1"	"Target 1"	"92.94660949707031"	"539.740234375"	"-"
"96"	"H12"	"Sample 1"	"Target 1"	"67.35181427001953"	"19756.412109375"	"-"
"96"	"H12"	"Sample 1"	"Target 1"	"72.8266372680664"	"21393.84765625"	"-"
