# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Cycle Number"	"Target"	"Rn"	"dRn"	"Sample"	"Omit"
"25"	"C1"	"43"	"Target 1"	"2.2894375324249268"	"1.9939949448737833"	"Sample 1"	"FALSE"
"25"	"C1"	"44"	"Target 1"	"2.291163921356201"	"1.9925149821572832"	"Sample 1"	"FALSE"
"25"	"C1"	"45"	"Target 1"	"2.292989730834961"	"1.9911344399882687"	"Sample 1"	"FALSE"
"26"	"C2"	"1"	"Target 1"	"0.19739456474781036"	"0.004638330307271763"	"Sample 1"	"FALSE"
"26"	"C2"	"2"	"Target 1"	"0.20203594863414764"	"0.006457002874877719"	"Sample 1"	"FALSE"
"26"	"C2"	"3"	"Target 1"	"0.20498614013195038"	"0.006584483053949156"	"Sample 1"	"FALSE"
"26"	"C2"	"4"	"Target 1"	"0.2063160538673401"	"0.005091685470607541"	"Sample 1"	"FALSE"
"26"	"C2"	"5"	"Target 1"	"0.20748105645179749"	"0.0034339767363336412"	"Sample 1"	"FALSE"
"26"	"C2"	"6"	"Target 1"	"0.21162149310112"	"0.004751702066924827"	"Sample 1"	"FALSE"
"26"	"C2"	"7"	"Target 1"	"0.21640291810035706"	"0.0067104157474305905"	"Sample 1"	"FALSE"
"26"	"C2"	"8"	"Target 1"	"0.21833264827728271"	"0.005817434605624953"	"Sample 1"	"FALSE"
"26"	"C2"	"9"	"Target 1"	"0.21847662329673767"	"0.0031386983063485837"	"Sample 1"	"FALSE"
"26"	"C2"	"10"	"Target 1"	"0.22018373012542725"	"0.002023093816306862"	"Sample 1"	"FALSE"
"26"	"C2"	"11"	"Target 1"	"0.22149889171123505"	"5.155440833833377E-4"	"Sample 1"	"FALSE"
"26"	"C2"	"12"	"Target 1"	"0.22392889857292175"	"1.2283962633874738E-4"	"Sample 1"	"FALSE"
"26"	"C2"	"13"	"Target 1"	"0.22615455090999603"	"-4.742193553182697E-4"	"Sample 1"	"FALSE"
"26"	"C2"	"14"	"Target 1"	"0.22931347787380219"	"-1.38003710243442E-4"	"Sample 1"	"FALSE"
"26"	"C2"	"15"	"Target 1"	"0.23228104412555695"	"6.851222780021853E-6"	"Sample 1"	"FALSE"
"26"	"C2"	"16"	"Target 1"	"0.23366232216358185"	"-0.0014345820579264004"	"Sample 1"	"FALSE"
"26"	"C2"	"17"	"Target 1"	"0.23937398195266724"	"0.0014543664124276909"	"Sample 1"	"FALSE"
"26"	"C2"	"18"	"Target 1"	"0.24066103994846344"	"-8.12869105074024E-5"	"Sample 1"	"FALSE"
"26"	"C2"	"19"	"Target 1"	"0.24359352886676788"	"2.8490689065716317E-5"	"Sample 1"	"FALSE"
"26"	"C2"	"20"	"Target 1"	"0.24737191200256348"	"9.841625061300127E-4"	"Sample 1"	"FALSE"
"26"	"C2"	"21"	"Target 1"	"0.2591957747936249"	"0.00998531397846009"	"Sample 1"	"FALSE"
"26"	"C2"	"22"	"Target 1"	"0.2716482877731323"	"0.01961511563923624"	"Sample 1"	"FALSE"
"26"	"C2"	"23"	"Target 1"	"0.2971968650817871"	"0.042340981629159724"	"Sample 1"	"FALSE"
"26"	"C2"	"24"	"Target 1"	"0.3429116904735565"	"0.08523309570219778"	"Sample 1"	"FALSE"
"26"	"C2"	"25"	"Target 1"	"0.4251594543457031"	"0.16465814825561315"	"Sample 1"	"FALSE"
"26"	"C2"	"26"	"Target 1"	"0.5638546943664551"	"0.30053067695763375"	"Sample 1"	"FALSE"
"26"	"C2"	"27"	"Target 1"	"0.7736321091651917"	"0.5074853804376391"	"Sample 1"	"FALSE"
"26"	"C2"	"28"	"Target 1"	"1.0409339666366577"	"0.7719645265903738"	"Sample 1"	"FALSE"
"26"	"C2"	"29"	"Target 1"	"1.3284831047058105"	"1.0566909533407953"	"Sample 1"	"FALSE"
"26"	"C2"	"30"	"Target 1"	"1.5899933576583862"	"1.3153784949746397"	"Sample 1"	"FALSE"
"26"	"C2"	"31"	"Target 1"	"1.8021928071975708"	"1.524755233195093"	"Sample 1"	"FALSE"
"26"	"C2"	"32"	"Target 1"	"1.970442771911621"	"1.690182486590412"	"Sample 1"	"FALSE"
"26"	"C2"	"33"	"Target 1"	"2.0971765518188477"	"1.8140935551789072"	"Sample 1"	"FALSE"
"26"	"C2"	"34"	"Target 1"	"2.1908745765686035"	"1.9049688686099318"	"Sample 1"	"FALSE"
"26"	"C2"	"35"	"Target 1"	"2.2596287727355957"	"1.9709003534581926"	"Sample 1"	"FALSE"
"26"	"C2"	"36"	"Target 1"	"2.3070898056030273"	"2.015538675006893"	"Sample 1"	"FALSE"
"26"	"C2"	"37"	"Target 1"	"2.3373401165008545"	"2.0429662745859885"	"Sample 1"	"FALSE"
"26"	"C2"	"38"	"Target 1"	"2.3585801124572754"	"2.061383559223678"	"Sample 1"	"FALSE"
"26"	"C2"	"39"	"Target 1"	"2.376222610473633"	"2.0762033459213045"	"Sample 1"	"FALSE"
"26"	"C2"	"40"	"Target 1"	"2.390808582305908"	"2.0879666064348483"	"Sample 1"	"FALSE"
"26"	"C2"	"41"	"Target 1"	"2.4014687538146973"	"2.0958040666249063"	"Sample 1"	"FALSE"
"26"	"C2"	"42"	"Target 1"	"2.4056434631347656"	"2.097156064626243"	"Sample 1"	"FALSE"
"26"	"C2"	"43"	"Target 1"	"2.411290168762207"	"2.0999800589349533"	"Sample 1"	"FALSE"
"26"	"C2"	"44"	"Target 1"	"2.419379472732544"	"2.105246651586559"	"Sample 1"	"FALSE"
"26"	"C2"	"45"	"Target 1"	"2.422799587249756"	"2.1058440547850394"	"Sample 1"	"FALSE"
"27"	"C3"	"1"	"Target 1"	"0.1744641810655594"	"0.00415391289826596"	"Sample 1"	"FALSE"
"27"	"C3"	"2"	"Target 1"	"0.18060094118118286"	"0.0072809659170381845"	"Sample 1"	"FALSE"
"27"	"C3"	"3"	"Target 1"	"0.18447157740592957"	"0.008141895044933668"	"Sample 1"	"FALSE"
"27"	"C3"	"4"	"Target 1"	"0.18883442878723145"	"0.009495039329384298"	"Sample 1"	"FALSE"
"27"	"C3"	"5"	"Target 1"	"0.19117110967636108"	"0.008822013121662715"	"Sample 1"	"FALSE"
"27"	"C3"	"6"	"Target 1"	"0.1934153288602829"	"0.008056525208733307"	"Sample 1"	"FALSE"
"27"	"C3"	"7"	"Target 1"	"0.19584684073925018"	"0.0074783299908493415"	"Sample 1"	"FALSE"
"27"	"C3"	"8"	"Target 1"	"0.19630277156829834"	"0.004924553723046276"	"Sample 1"	"FALSE"
"27"	"C3"	"9"	"Target 1"	"0.19792820513248444"	"0.003540280190381123"	"Sample 1"	"FALSE"
"27"	"C3"	"10"	"Target 1"	"0.19996285438537598"	"0.0025652223464214417"	"Sample 1"	"FALSE"
"27"	"C3"	"11"	"Target 1"	"0.20175603032112122"	"0.0013486911853154591"	"Sample 1"	"FALSE"
"27"	"C3"	"12"	"Target 1"	"0.20467610657215118"	"0.0012590603394941778"	"Sample 1"	"FALSE"
"27"	"C3"	"13"	"Target 1"	"0.20774242281913757"	"0.001315669489629345"	"Sample 1"	"FALSE"
"27"	"C3"	"14"	"Target 1"	"0.2099931240081787"	"5.566635818192332E-4"	"Sample 1"	"FALSE"
"27"	"C3"	"15"	"Target 1"	"0.21027785539627075"	"-0.0021683121269399476"	"Sample 1"	"FALSE"
"27"	"C3"	"16"	"Target 1"	"0.213506281375885"	"-0.0019495932441769117"	"Sample 1"	"FALSE"
"27"	"C3"	"17"	"Target 1"	"0.21883942186832428"	"3.7384015141110876E-4"	"Sample 1"	"FALSE"
"27"	"C3"	"18"	"Target 1"	"0.2199021279811859"	"-0.0015731608325784798"	"Sample 1"	"FALSE"
"27"	"C3"	"19"	"Target 1"	"0.22392451763153076"	"-5.604782790848807E-4"	"Sample 1"	"FALSE"
"27"	"C3"	"20"	"Target 1"	"0.2288440763950348"	"0.0013493733875679257"	"Sample 1"	"FALSE"
"27"	"C3"	"21"	"Target 1"	"0.2319013476371765"	"0.0013969375328584275"	"Sample 1"	"FALSE"
"27"	"C3"	"22"	"Target 1"	"0.2420273721218109"	"0.008513254920641578"	"Sample 1"	"FALSE"
"27"	"C3"	"23"	"Target 1"	"0.2570640742778778"	"0.020540249979857223"	"Sample 1"	"FALSE"
"27"	"C3"	"24"	"Target 1"	"0.2819189131259918"	"0.04238538173112001"	"Sample 1"	"FALSE"
"27"	"C3"	"25"	"Target 1"	"0.3306726813316345"	"0.08812944283991149"	"Sample 1"	"FALSE"
"27"	"C3"	"26"	"Target 1"	"0.4126794636249542"	"0.16712651803637998"	"Sample 1"	"FALSE"
"27"	"C3"	"27"	"Target 1"	"0.5498626232147217"	"0.30129997052929613"	"Sample 1"	"FALSE"
"27"	"C3"	"28"	"Target 1"	"0.7580863833427429"	"0.5065140235604662"	"Sample 1"	"FALSE"
"27"	"C3"	"29"	"Target 1"	"1.0281354188919067"	"0.7735533520127787"	"Sample 1"	"FALSE"
"27"	"C3"	"30"	"Target 1"	"1.314306378364563"	"1.056714604388584"	"Sample 1"	"FALSE"
"27"	"C3"	"31"	"Target 1"	"1.5773591995239258"	"1.3167577184510955"	"Sample 1"	"FALSE"
"27"	"C3"	"32"	"Target 1"	"1.793034553527832"	"1.5294233653581504"	"Sample 1"	"FALSE"
"27"	"C3"	"33"	"Target 1"	"1.957514762878418"	"1.6908938676118852"	"Sample 1"	"FALSE"
"27"	"C3"	"34"	"Target 1"	"2.0855777263641357"	"1.8159471240007516"	"Sample 1"	"FALSE"
"27"	"C3"	"35"	"Target 1"	"2.1815853118896484"	"1.9089450024294132"	"Sample 1"	"FALSE"
"27"	"C3"	"36"	"Target 1"	"2.2461891174316406"	"1.970539100874554"	"Sample 1"	"FALSE"
"27"	"C3"	"37"	"Target 1"	"2.2914202213287354"	"2.0127604976747975"	"Sample 1"	"FALSE"
"27"	"C3"	"38"	"Target 1"	"2.32114315032959"	"2.0394737195788006"	"Sample 1"	"FALSE"
"27"	"C3"	"39"	"Target 1"	"2.3472397327423096"	"2.0625605948946695"	"Sample 1"	"FALSE"
"27"	"C3"	"40"	"Target 1"	"2.364452362060547"	"2.0767635171160554"	"Sample 1"	"FALSE"
"27"	"C3"	"41"	"Target 1"	"2.3766279220581055"	"2.0859293700167627"	"Sample 1"	"FALSE"
"27"	"C3"	"42"	"Target 1"	"2.3865485191345215"	"2.092840259996328"	"Sample 1"	"FALSE"
"27"	"C3"	"43"	"Target 1"	"2.3903558254241943"	"2.0936378591891494"	"Sample 1"	"FALSE"
"27"	"C3"	"44"	"Target 1"	"2.3901095390319824"	"2.090381865700086"	"Sample 1"	"FALSE"
"27"	"C3"	"45"	"Target 1"	"2.3950319290161133"	"2.0922945485873656"	"Sample 1"	"FALSE"
"28"	"C4"	"1"	"Target 1"	"0.19578422605991364"	"-7.690407109982979E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"2"	"Target 1"	"0.20260801911354065"	"0.0030373678062901475"	"Sample 1"	"FALSE"
"28"	"C4"	"3"	"Target 1"	"0.20913363993167877"	"0.006545604088089674"	"Sample 1"	"FALSE"
"28"	"C4"	"4"	"Target 1"	"0.2126416563987732"	"0.007036236018845526"	"Sample 1"	"FALSE"
"28"	"C4"	"5"	"Target 1"	"0.21397534012794495"	"0.00535253521167871"	"Sample 1"	"FALSE"
"28"	"C4"	"6"	"Target 1"	"0.21651074290275574"	"0.004870553450150933"	"Sample 1"	"FALSE"
"28"	"C4"	"7"	"Target 1"	"0.21866163611412048"	"0.00400406212517711"	"Sample 1"	"FALSE"
"28"	"C4"	"8"	"Target 1"	"0.22128288447856903"	"0.003607925953287061"	"Sample 1"	"FALSE"
"28"	"C4"	"9"	"Target 1"	"0.22431789338588715"	"0.0036255503242666074"	"Sample 1"	"FALSE"
"28"	"C4"	"10"	"Target 1"	"0.22449399530887604"	"7.842677109169303E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"11"	"Target 1"	"0.22662095725536346"	"-1.0615487893423942E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"12"	"Target 1"	"0.23196940124034882"	"0.002224904569712571"	"Sample 1"	"FALSE"
"28"	"C4"	"13"	"Target 1"	"0.23392066359519958"	"0.0011587823882247437"	"Sample 1"	"FALSE"
"28"	"C4"	"14"	"Target 1"	"0.2348734587430954"	"-9.05807000218012E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"15"	"Target 1"	"0.23836617171764374"	"-4.304785620082409E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"16"	"Target 1"	"0.2393856644630432"	"-0.0024283703529473623"	"Sample 1"	"FALSE"
"28"	"C4"	"17"	"Target 1"	"0.24380092322826385"	"-0.001030496124065289"	"Sample 1"	"FALSE"
"28"	"C4"	"18"	"Target 1"	"0.24773100018501282"	"-1.178037036548953E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"19"	"Target 1"	"0.24938061833381653"	"-0.0014855700911897808"	"Sample 1"	"FALSE"
"28"	"C4"	"20"	"Target 1"	"0.25310108065605164"	"-7.824923052932144E-4"	"Sample 1"	"FALSE"
"28"	"C4"	"21"	"Target 1"	"0.2606982886791229"	"0.003797331181439478"	"Sample 1"	"FALSE"
"28"	"C4"	"22"	"Target 1"	"0.26841914653778076"	"0.008500804503758775"	"Sample 1"	"FALSE"
"28"	"C4"	"23"	"Target 1"	"0.2827637493610382"	"0.019828022790677625"	"Sample 1"	"FALSE"
"28"	"C4"	"24"	"Target 1"	"0.30942660570144653"	"0.04347349459474735"	"Sample 1"	"FALSE"
"28"	"C4"	"25"	"Target 1"	"0.35733118653297424"	"0.08836069088993652"	"Sample 1"	"FALSE"
"28"	"C4"	"26"	"Target 1"	"0.44192618131637573"	"0.16993830113699943"	"Sample 1"	"FALSE"
"28"	"C4"	"27"	"Target 1"	"0.5793901681900024"	"0.3043849034742876"	"Sample 1"	"FALSE"
"28"	"C4"	"28"	"Target 1"	"0.7912940979003906"	"0.5132714486483372"	"Sample 1"	"FALSE"
"28"	"C4"	"29"	"Target 1"	"1.062502145767212"	"0.7814621119788199"	"Sample 1"	"FALSE"
"28"	"C4"	"30"	"Target 1"	"1.3518913984298706"	"1.06783398010514"	"Sample 1"	"FALSE"
"28"	"C4"	"31"	"Target 1"	"1.6140718460083008"	"1.3269970431472315"	"Sample 1"	"FALSE"
"28"	"C4"	"32"	"Target 1"	"1.8310363292694092"	"1.5409441418720013"	"Sample 1"	"FALSE"
"28"	"C4"	"33"	"Target 1"	"1.9956103563308716"	"1.7025007843971252"	"Sample 1"	"FALSE"
"28"	"C4"	"34"	"Target 1"	"2.123128890991211"	"1.827001934521126"	"Sample 1"	"FALSE"
"28"	"C4"	"35"	"Target 1"	"2.2202541828155518"	"1.9211098418091284"	"Sample 1"	"FALSE"
"28"	"C4"	"36"	"Target 1"	"2.2863166332244873"	"1.9841549076817253"	"Sample 1"	"FALSE"
"28"	"C4"	"37"	"Target 1"	"2.3328967094421387"	"2.0277175993630383"	"Sample 1"	"FALSE"
"28"	"C4"	"38"	"Target 1"	"2.365198850631714"	"2.057002356016275"	"Sample 1"	"FALSE"
"28"	"C4"	"39"	"Target 1"	"2.390045642852783"	"2.0788317637010056"	"Sample 1"	"FALSE"
"28"	"C4"	"40"	"Target 1"	"2.403010368347168"	"2.088779104659052"	"Sample 1"	"FALSE"
"28"	"C4"	"41"	"Target 1"	"2.412503957748413"	"2.0952553095239583"	"Sample 1"	"FALSE"
"28"	"C4"	"42"	"Target 1"	"2.4214608669281006"	"2.1011948341673072"	"Sample 1"	"FALSE"
"28"	"C4"	"43"	"Target 1"	"2.4329826831817627"	"2.1096992658846307"	"Sample 1"	"FALSE"
"28"	"C4"	"44"	"Target 1"	"2.4376285076141357"	"2.111327705780665"	"Sample 1"	"FALSE"
"28"	"C4"	"45"	"Target 1"	"2.436840772628784"	"2.107522586258975"	"Sample 1"	"FALSE"
"29"	"C5"	"1"	"Target 1"	"0.17815378308296204"	"8.705208698908625E-4"	"Sample 1"	"FALSE"
"29"	"C5"	"2"	"Target 1"	"0.18234659731388092"	"0.002563652538117906"	"Sample 1"	"FALSE"
"29"	"C5"	"3"	"Target 1"	"0.1853991150856018"	"0.0031164877471469795"	"Sample 1"	"FALSE"
"29"	"C5"	"4"	"Target 1"	"0.18864619731903076"	"0.003863887417884094"	"Sample 1"	"FALSE"
"29"	"C5"	"5"	"Target 1"	"0.19102022051811218"	"0.003738228054273702"	"Sample 1"	"FALSE"
"29"	"C5"	"6"	"Target 1"	"0.1936028003692627"	"0.003821125342732374"	"Sample 1"	"FALSE"
"29"	"C5"	"7"	"Target 1"	"0.19527974724769592"	"0.0029983896584737887"	"Sample 1"	"FALSE"
"29"	"C5"	"8"	"Target 1"	"0.19820967316627502"	"0.0034286330143610774"	"Sample 1"	"FALSE"
"29"	"C5"	"9"	"Target 1"	"0.19776977598667145"	"4.890532720656601E-4"	"Sample 1"	"FALSE"
"29"	"C5"	"10"	"Target 1"	"0.19811904430389404"	"-0.0016613609734035576"	"Sample 1"	"FALSE"
"29"	"C5"	"11"	"Target 1"	"0.2027234584093094"	"4.43370569319946E-4"	"Sample 1"	"FALSE"
"29"	"C5"	"12"	"Target 1"	"0.20607486367225647"	"0.0012950932695752156"	"Sample 1"	"FALSE"
"29"	"C5"	"13"	"Target 1"	"0.20755933225154877"	"2.798792861756724E-4"	"Sample 1"	"FALSE"
"29"	"C5"	"14"	"Target 1"	"0.20893310010433197"	"-8.460354237329374E-4"	"Sample 1"	"FALSE"
"29"	"C5"	"15"	"Target 1"	"0.21717259287834167"	"0.004893774787584954"	"Sample 1"	"FALSE"
"29"	"C5"	"16"	"Target 1"	"0.22576183080673218"	"0.010983330153283616"	"Sample 1"	"FALSE"
"29"	"C5"	"17"	"Target 1"	"0.2393523007631302"	"0.022074117546989815"	"Sample 1"	"FALSE"
"29"	"C5"	"18"	"Target 1"	"0.26469987630844116"	"0.04492201052960897"	"Sample 1"	"FALSE"
"29"	"C5"	"19"	"Target 1"	"0.31077688932418823"	"0.08849934098266421"	"Sample 1"	"FALSE"
"29"	"C5"	"20"	"Target 1"	"0.38794487714767456"	"0.1631676462434587"	"Sample 1"	"FALSE"
"29"	"C5"	"21"	"Target 1"	"0.5205957293510437"	"0.293318815884136"	"Sample 1"	"FALSE"
"29"	"C5"	"22"	"Target 1"	"0.7233446836471558"	"0.4935680876175563"	"Sample 1"	"FALSE"
"29"	"C5"	"23"	"Target 1"	"0.9883171319961548"	"0.7560408534038635"	"Sample 1"	"FALSE"
"29"	"C5"	"24"	"Target 1"	"1.276572823524475"	"1.0417968623694918"	"Sample 1"	"FALSE"
"29"	"C5"	"25"	"Target 1"	"1.5438172817230225"	"1.3065416380053474"	"Sample 1"	"FALSE"
"29"	"C5"	"26"	"Target 1"	"1.7599377632141113"	"1.5201624369337445"	"Sample 1"	"FALSE"
"29"	"C5"	"27"	"Target 1"	"1.9279712438583374"	"1.6856962350152787"	"Sample 1"	"FALSE"
"29"	"C5"	"28"	"Target 1"	"2.0604255199432373"	"1.8156508285374868"	"Sample 1"	"FALSE"
"29"	"C5"	"29"	"Target 1"	"2.154142141342163"	"1.9068677673737207"	"Sample 1"	"FALSE"
"29"	"C5"	"30"	"Target 1"	"2.220839262008667"	"1.9710652054775328"	"Sample 1"	"FALSE"
"29"	"C5"	"31"	"Target 1"	"2.270047903060913"	"2.017774163967087"	"Sample 1"	"FALSE"
"29"	"C5"	"32"	"Target 1"	"2.304640769958496"	"2.0498673483019783"	"Sample 1"	"FALSE"
"29"	"C5"	"33"	"Target 1"	"2.326535224914551"	"2.0692621206953414"	"Sample 1"	"FALSE"
"29"	"C5"	"34"	"Target 1"	"2.340134382247925"	"2.0803615954660235"	"Sample 1"	"FALSE"
"29"	"C5"	"35"	"Target 1"	"2.3500030040740967"	"2.0877305347295034"	"Sample 1"	"FALSE"
"29"	"C5"	"36"	"Target 1"	"2.356992483139038"	"2.0922203312317533"	"Sample 1"	"FALSE"
"29"	"C5"	"37"	"Target 1"	"2.364166021347046"	"2.096894186877069"	"Sample 1"	"FALSE"
"29"	"C5"	"38"	"Target 1"	"2.371122360229492"	"2.1013508431968235"	"Sample 1"	"FALSE"
"29"	"C5"	"39"	"Target 1"	"2.3759374618530273"	"2.1036662622576667"	"Sample 1"	"FALSE"
"29"	"C5"	"40"	"Target 1"	"2.379589796066284"	"2.104818913908232"	"Sample 1"	"FALSE"
"29"	"C5"	"41"	"Target 1"	"2.383060932159424"	"2.1057903674386798"	"Sample 1"	"FALSE"
"29"	"C5"	"42"	"Target 1"	"2.381992816925049"	"2.102222569641613"	"Sample 1"	"FALSE"
"29"	"C5"	"43"	"Target 1"	"2.3850395679473877"	"2.10276963810126"	"Sample 1"	"FALSE"
"29"	"C5"	"44"	"Target 1"	"2.385638475418091"	"2.1008688630092713"	"Sample 1"	"FALSE"
"29"	"C5"	"45"	"Target 1"	"2.3795082569122314"	"2.09223896194072"	"Sample 1"	"FALSE"
"30"	"C6"	"1"	"Target 1"	"0.17485375702381134"	"-0.007312404790094913"	"Sample 1"	"FALSE"
"30"	"C6"	"2"	"Target 1"	"0.1827138215303421"	"-0.002961036350045893"	"Sample 1"	"FALSE"
"30"	"C6"	"3"	"Target 1"	"0.1904786080121994"	"0.001295054065329692"	"Sample 1"	"FALSE"
"30"	"C6"	"4"	"Target 1"	"0.19736112654209137"	"0.004668876528739917"	"Sample 1"	"FALSE"
"30"	"C6"	"5"	"Target 1"	"0.19960716366767883"	"0.0034062175878456663"	"Sample 1"	"FALSE"
"30"	"C6"	"6"	"Target 1"	"0.2020270675420761"	"0.0023174253957612295"	"Sample 1"	"FALSE"
"30"	"C6"	"7"	"Target 1"	"0.20296044647693634"	"-2.578917358602834E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"8"	"Target 1"	"0.20771948993206024"	"9.924556527819033E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"9"	"Target 1"	"0.21036486327648163"	"1.291329307215477E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"10"	"Target 1"	"0.2140190750360489"	"2.746486238070938E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"11"	"Target 1"	"0.2183438241481781"	"0.0010907016694545629"	"Sample 1"	"FALSE"
"30"	"C6"	"12"	"Target 1"	"0.2197897881269455"	"-9.720304182597567E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"13"	"Target 1"	"0.22241073846817017"	"-0.001859776143516801"	"Sample 1"	"FALSE"
"30"	"C6"	"14"	"Target 1"	"0.22790400683879852"	"1.2479616062981364E-4"	"Sample 1"	"FALSE"
"30"	"C6"	"15"	"Target 1"	"0.23250043392181396"	"0.001212527177163541"	"Sample 1"	"FALSE"
"30"	"C6"	"16"	"Target 1"	"0.2432464063167572"	"0.008449803505625035"	"Sample 1"	"FALSE"
"30"	"C6"	"17"	"Target 1"	"0.2585156261920929"	"0.020210327314479016"	"Sample 1"	"FALSE"
"30"	"C6"	"18"	"Target 1"	"0.28146710991859436"	"0.039653114974498735"	"Sample 1"	"FALSE"
"30"	"C6"	"19"	"Target 1"	"0.33002012968063354"	"0.0846974386700562"	"Sample 1"	"FALSE"
"30"	"C6"	"20"	"Target 1"	"0.41238659620285034"	"0.1635552091257913"	"Sample 1"	"FALSE"
"30"	"C6"	"21"	"Target 1"	"0.5519601106643677"	"0.2996200275208269"	"Sample 1"	"FALSE"
"30"	"C6"	"22"	"Target 1"	"0.7623765468597412"	"0.5065277676497187"	"Sample 1"	"FALSE"
"30"	"C6"	"23"	"Target 1"	"1.0389981269836426"	"0.7796406517071384"	"Sample 1"	"FALSE"
"30"	"C6"	"24"	"Target 1"	"1.3377063274383545"	"1.0748401560953684"	"Sample 1"	"FALSE"
"30"	"C6"	"25"	"Target 1"	"1.614272117614746"	"1.3478972502052782"	"Sample 1"	"FALSE"
"30"	"C6"	"26"	"Target 1"	"1.8382586240768433"	"1.5683750606008937"	"Sample 1"	"FALSE"
"30"	"C6"	"27"	"Target 1"	"2.007866621017456"	"1.7344743614750249"	"Sample 1"	"FALSE"
"30"	"C6"	"28"	"Target 1"	"2.1392648220062256"	"1.8623638663973126"	"Sample 1"	"FALSE"
"30"	"C6"	"29"	"Target 1"	"2.233309268951416"	"1.9528996172760213"	"Sample 1"	"FALSE"
"30"	"C6"	"30"	"Target 1"	"2.3023321628570557"	"2.0184138151151796"	"Sample 1"	"FALSE"
"30"	"C6"	"31"	"Target 1"	"2.348456859588623"	"2.061029815780265"	"Sample 1"	"FALSE"
"30"	"C6"	"32"	"Target 1"	"2.3854806423187256"	"2.094544902443886"	"Sample 1"	"FALSE"
"30"	"C6"	"33"	"Target 1"	"2.4084746837615967"	"2.114030247820275"	"Sample 1"	"FALSE"
"30"	"C6"	"34"	"Target 1"	"2.422574043273926"	"2.1246209112661227"	"Sample 1"	"FALSE"
"30"	"C6"	"35"	"Target 1"	"2.4319491386413574"	"2.1304873105670725"	"Sample 1"	"FALSE"
"30"	"C6"	"36"	"Target 1"	"2.4404714107513428"	"2.1355008866105765"	"Sample 1"	"FALSE"
"30"	"C6"	"37"	"Target 1"	"2.449370861053467"	"2.1408916408462186"	"Sample 1"	"FALSE"
"30"	"C6"	"38"	"Target 1"	"2.4556515216827393"	"2.1436636054090092"	"Sample 1"	"FALSE"
"30"	"C6"	"39"	"Target 1"	"2.458177089691162"	"2.1426804773509502"	"Sample 1"	"FALSE"
"30"	"C6"	"40"	"Target 1"	"2.463127374649048"	"2.144122066242354"	"Sample 1"	"FALSE"
"30"	"C6"	"41"	"Target 1"	"2.4658260345458984"	"2.1433120300727233"	"Sample 1"	"FALSE"
"30"	"C6"	"42"	"Target 1"	"2.467930555343628"	"2.141907854803971"	"Sample 1"	"FALSE"
"30"	"C6"	"43"	"Target 1"	"2.468571186065674"	"2.1390397894595354"	"Sample 1"	"FALSE"
"30"	"C6"	"44"	"Target 1"	"2.46797251701355"	"2.1349324243409296"	"Sample 1"	"FALSE"
"30"	"C6"	"45"	"Target 1"	"2.46612811088562"	"2.129579322146518"	"Sample 1"	"FALSE"
"31"	"C7"	"1"	"Target 1"	"0.1923404186964035"	"0.010418632626533498"	"Sample 1"	"FALSE"
"31"	"C7"	"2"	"Target 1"	"0.19970783591270447"	"0.014539572686860064"	"Sample 1"	"FALSE"
"31"	"C7"	"3"	"Target 1"	"0.20266322791576385"	"0.014248487533945026"	"Sample 1"	"FALSE"
"31"	"C7"	"4"	"Target 1"	"0.2042054682970047"	"0.012544250759211445"	"Sample 1"	"FALSE"
"31"	"C7"	"5"	"Target 1"	"0.2072933167219162"	"0.012385622028148519"	"Sample 1"	"FALSE"
"31"	"C7"	"6"	"Target 1"	"0.20890390872955322"	"0.010749736879811145"	"Sample 1"	"FALSE"
