# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"X1_M1"	"X2_M2"	"X3_M3"	"X4_M4"	"X5_M5"
"70"	"F10"	"3"	"3"	"1"	"707264.2"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"693476.0"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"629547.1"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"606176.1"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"679176.7"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"670245.1"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"714552.75"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"720879.44"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"749683.56"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"701731.25"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"701169.6"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"717577.56"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"680519.3"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"673178.06"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"593819.25"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"577233.94"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"634760.9"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"626907.75"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"665766.1"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"714293.6"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"602649.56"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"645301.6"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"687356.5"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"662446.7"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"671063.4"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"630548.9"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"565272.44"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"607165.4"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"649815.6"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"610697.9"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"665755.06"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"676376.1"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"621179.3"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"657139.56"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"631335.75"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"633117.1"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"617527.75"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"592970.44"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"622441.7"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"588243.1"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"615996.25"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"631431.8"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"620105.8"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"659254.25"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"668804.44"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"671914.25"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"670366.56"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"669460.44"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"686771.3"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"695811.2"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"600779.75"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"578295.2"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"648209.9"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"638435.6"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"712841.94"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"688828.8"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"683039.06"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"683590.4"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"782382.75"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"701951.2"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"674100.8"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"620643.75"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"582478.5"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"646164.2"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"635585.6"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"681988.3"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"702011.2"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"719271.7"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"731388.9"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"709748.6"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"684348.06"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"686824.75"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"689970.3"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"693310.1"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"658404.6"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"640045.0"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"695090.06"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"697819.25"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"675410.7"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"701807.4"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"703924.8"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"671065.3"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"755127.7"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"697132.94"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"674654.75"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"631766.6"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"617145.06"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"608350.25"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"670730.0"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"697228.6"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"761160.94"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"763975.06"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"781656.6"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"720689.25"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"734876.3"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"736224.7"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"700624.2"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"687004.56"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"622008.9"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"601975.2"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"671293.5"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"661731.44"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"705431.8"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"711467.5"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"741110.5"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"692404.3"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"693656.56"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"710219.06"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"671284.94"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"668112.9"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"589077.4"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"570317.25"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"626273.5"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"621692.44"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"660482.25"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"700108.56"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"593953.9"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"637994.2"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"680772.06"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"656727.6"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"661758.2"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"622246.56"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"560457.56"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"600807.1"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"641530.2"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"603414.25"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"660095.0"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"669821.8"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"614556.4"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"647978.4"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"623647.6"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"622613.44"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"611629.2"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"587287.75"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"618019.94"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"583967.5"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"610223.1"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"624065.5"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"613086.9"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"652792.8"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"661471.4"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"665010.9"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"662253.94"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"661010.06"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"677900.75"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"688005.3"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"591919.06"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"569914.8"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"639957.8"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"628802.75"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"705990.3"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"681073.9"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"674842.1"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"676108.25"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"774634.06"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"694104.56"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"666620.1"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"611666.2"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"574039.94"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"639643.3"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"626881.1"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"672925.8"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"692658.1"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"710145.06"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"724185.44"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"701320.1"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"676303.56"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"680314.5"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"683328.44"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"686232.0"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"652268.4"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"634257.44"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"688362.3"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"689986.06"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"668885.2"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"691675.8"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"696931.1"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"661597.3"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"744459.4"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"689693.0"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"668970.0"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"624476.3"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"611872.94"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"603348.7"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"663951.5"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"689445.25"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"754367.3"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"756119.06"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"770256.44"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"710860.75"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"727609.7"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"729327.0"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"693201.94"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"679942.25"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"616170.3"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"595854.9"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"665111.56"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"654866.1"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"697495.75"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"703008.0"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"729338.75"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"685294.8"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"686199.4"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"702718.4"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"665868.3"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"661418.9"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"580491.94"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"564688.06"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"619402.0"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"614441.9"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"651931.25"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"689699.5"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"585087.25"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"632179.5"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"673396.0"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"648480.94"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"655066.9"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"617221.5"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"554018.94"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"592627.0"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"635303.75"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"596502.75"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"654947.56"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"661104.75"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"607413.6"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"642802.94"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"615729.8"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"616566.06"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"605733.2"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"579891.3"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"607921.75"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"575524.8"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"601401.25"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"616657.5"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"606227.06"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"644853.75"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"653380.4"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"657435.9"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"656000.94"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"653211.0"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"671896.06"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"679096.8"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"587509.8"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"563217.4"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"634292.3"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"623349.0"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"697480.5"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"674907.75"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"667220.25"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"669261.0"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"765141.7"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"686196.25"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"659725.5"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"606410.06"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"566133.2"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"632259.2"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"620229.6"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"664659.75"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"683798.0"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"704294.6"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"714998.4"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"693806.5"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"668320.75"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"672826.4"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"675282.25"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"678565.8"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"644101.2"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"626235.94"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"679265.0"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"681203.1"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"660216.2"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"685094.06"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"689229.3"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"654315.8"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"736332.7"	""	""	""	""
"57"	"E9"	"3"	"3"	"1"	"680971.0"	""	""	""	""
"58"	"E10"	"3"	"3"	"1"	"661976.1"	""	""	""	""
"59"	"E11"	"3"	"3"	"1"	"618646.3"	""	""	""	""
"60"	"E12"	"3"	"3"	"1"	"601989.4"	""	""	""	""
"61"	"F1"	"3"	"3"	"1"	"592389.4"	""	""	""	""
"62"	"F2"	"3"	"3"	"1"	"658687.2"	""	""	""	""
"63"	"F3"	"3"	"3"	"1"	"681979.56"	""	""	""	""
"64"	"F4"	"3"	"3"	"1"	"744986.9"	""	""	""	""
"65"	"F5"	"3"	"3"	"1"	"747429.56"	""	""	""	""
"66"	"F6"	"3"	"3"	"1"	"764027.5"	""	""	""	""
"67"	"F7"	"3"	"3"	"1"	"704761.2"	""	""	""	""
"68"	"F8"	"3"	"3"	"1"	"720066.75"	""	""	""	""
"69"	"F9"	"3"	"3"	"1"	"719481.75"	""	""	""	""
"70"	"F10"	"3"	"3"	"1"	"686321.25"	""	""	""	""
"71"	"F11"	"3"	"3"	"1"	"671321.7"	""	""	""	""
"72"	"F12"	"3"	"3"	"1"	"607886.4"	""	""	""	""
"73"	"G1"	"3"	"3"	"1"	"587380.0"	""	""	""	""
"74"	"G2"	"3"	"3"	"1"	"660069.94"	""	""	""	""
"75"	"G3"	"3"	"3"	"1"	"649108.25"	""	""	""	""
"76"	"G4"	"3"	"3"	"1"	"688854.75"	""	""	""	""
"77"	"G5"	"3"	"3"	"1"	"694397.06"	""	""	""	""
"78"	"G6"	"3"	"3"	"1"	"720105.56"	""	""	""	""
"79"	"G7"	"3"	"3"	"1"	"679357.44"	""	""	""	""
"80"	"G8"	"3"	"3"	"1"	"676041.9"	""	""	""	""
"81"	"G9"	"3"	"3"	"1"	"694771.8"	""	""	""	""
"82"	"G10"	"3"	"3"	"1"	"659927.06"	""	""	""	""
"83"	"G11"	"3"	"3"	"1"	"652580.5"	""	""	""	""
"84"	"G12"	"3"	"3"	"1"	"574741.94"	""	""	""	""
"85"	"H1"	"3"	"3"	"1"	"556893.75"	""	""	""	""
"86"	"H2"	"3"	"3"	"1"	"612059.0"	""	""	""	""
"87"	"H3"	"3"	"3"	"1"	"606118.94"	""	""	""	""
"88"	"H4"	"3"	"3"	"1"	"643615.1"	""	""	""	""
"89"	"H5"	"3"	"3"	"1"	"678594.25"	""	""	""	""
"90"	"H6"	"3"	"3"	"1"	"576911.56"	""	""	""	""
"91"	"H7"	"3"	"3"	"1"	"623721.6"	""	""	""	""
"92"	"H8"	"3"	"3"	"1"	"666567.5"	""	""	""	""
"93"	"H9"	"3"	"3"	"1"	"641899.4"	""	""	""	""
"94"	"H10"	"3"	"3"	"1"	"644759.2"	""	""	""	""
"95"	"H11"	"3"	"3"	"1"	"610004.06"	""	""	""	""
"96"	"H12"	"3"	"3"	"1"	"548161.4"	""	""	""	""
"1"	"A1"	"3"	"3"	"1"	"587980.9"	""	""	""	""
"2"	"A2"	"3"	"3"	"1"	"628552.56"	""	""	""	""
"3"	"A3"	"3"	"3"	"1"	"590874.5"	""	""	""	""
"4"	"A4"	"3"	"3"	"1"	"652753.25"	""	""	""	""
"5"	"A5"	"3"	"3"	"1"	"654362.1"	""	""	""	""
"6"	"A6"	"3"	"3"	"1"	"601598.56"	""	""	""	""
"7"	"A7"	"3"	"3"	"1"	"637854.94"	""	""	""	""
"8"	"A8"	"3"	"3"	"1"	"612600.25"	""	""	""	""
"9"	"A9"	"3"	"3"	"1"	"611918.4"	""	""	""	""
"10"	"A10"	"3"	"3"	"1"	"599572.5"	""	""	""	""
"11"	"A11"	"3"	"3"	"1"	"576528.06"	""	""	""	""
"12"	"A12"	"3"	"3"	"1"	"605258.75"	""	""	""	""
"13"	"B1"	"3"	"3"	"1"	"567957.6"	""	""	""	""
"14"	"B2"	"3"	"3"	"1"	"595339.75"	""	""	""	""
"15"	"B3"	"3"	"3"	"1"	"609620.4"	""	""	""	""
"16"	"B4"	"3"	"3"	"1"	"599547.25"	""	""	""	""
"17"	"B5"	"3"	"3"	"1"	"636655.75"	""	""	""	""
"18"	"B6"	"3"	"3"	"1"	"644287.1"	""	""	""	""
"19"	"B7"	"3"	"3"	"1"	"648875.9"	""	""	""	""
"20"	"B8"	"3"	"3"	"1"	"648707.56"	""	""	""	""
"21"	"B9"	"3"	"3"	"1"	"644726.44"	""	""	""	""
"22"	"B10"	"3"	"3"	"1"	"662160.2"	""	""	""	""
"23"	"B11"	"3"	"3"	"1"	"672855.4"	""	""	""	""
"24"	"B12"	"3"	"3"	"1"	"578199.1"	""	""	""	""
"25"	"C1"	"3"	"3"	"1"	"558235.56"	""	""	""	""
"26"	"C2"	"3"	"3"	"1"	"627757.2"	""	""	""	""
"27"	"C3"	"3"	"3"	"1"	"617740.75"	""	""	""	""
"28"	"C4"	"3"	"3"	"1"	"690407.9"	""	""	""	""
"29"	"C5"	"3"	"3"	"1"	"667839.06"	""	""	""	""
"30"	"C6"	"3"	"3"	"1"	"661641.56"	""	""	""	""
"31"	"C7"	"3"	"3"	"1"	"660376.56"	""	""	""	""
"32"	"C8"	"3"	"3"	"1"	"758010.8"	""	""	""	""
"33"	"C9"	"3"	"3"	"1"	"679007.8"	""	""	""	""
"34"	"C10"	"3"	"3"	"1"	"651949.56"	""	""	""	""
"35"	"C11"	"3"	"3"	"1"	"598688.6"	""	""	""	""
"36"	"C12"	"3"	"3"	"1"	"561780.2"	""	""	""	""
"37"	"D1"	"3"	"3"	"1"	"626194.25"	""	""	""	""
"38"	"D2"	"3"	"3"	"1"	"611550.7"	""	""	""	""
"39"	"D3"	"3"	"3"	"1"	"656821.3"	""	""	""	""
"40"	"D4"	"3"	"3"	"1"	"676216.56"	""	""	""	""
"41"	"D5"	"3"	"3"	"1"	"696192.06"	""	""	""	""
"42"	"D6"	"3"	"3"	"1"	"707407.8"	""	""	""	""
"43"	"D7"	"3"	"3"	"1"	"684948.94"	""	""	""	""
"44"	"D8"	"3"	"3"	"1"	"658749.75"	""	""	""	""
"45"	"D9"	"3"	"3"	"1"	"664101.8"	""	""	""	""
"46"	"D10"	"3"	"3"	"1"	"665137.5"	""	""	""	""
"47"	"D11"	"3"	"3"	"1"	"671507.0"	""	""	""	""
"48"	"D12"	"3"	"3"	"1"	"636918.6"	""	""	""	""
"49"	"E1"	"3"	"3"	"1"	"619847.3"	""	""	""	""
"50"	"E2"	"3"	"3"	"1"	"670153.25"	""	""	""	""
"51"	"E3"	"3"	"3"	"1"	"674719.44"	""	""	""	""
"52"	"E4"	"3"	"3"	"1"	"651937.94"	""	""	""	""
"53"	"E5"	"3"	"3"	"1"	"675481.7"	""	""	""	""
"54"	"E6"	"3"	"3"	"1"	"681133.44"	""	""	""	""
"55"	"E7"	"3"	"3"	"1"	"645950.9"	""	""	""	""
"56"	"E8"	"3"	"3"	"1"	"727969.1"	""	""	""	""
