# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"X1_M1"	"X2_M2"	"X3_M3"	"X4_M4"	"X5_M5"
"4"	"A4"	"2"	"2"	"26"	"188609.06"	"47944.81"	"47270.535"	"393609.0"	"-690.75653"
"5"	"A5"	"2"	"2"	"26"	"930213.25"	"119840.57"	"48300.047"	"397851.75"	"175.2724"
"6"	"A6"	"2"	"2"	"26"	"862636.1"	"111177.66"	"45864.39"	"371443.06"	"-289.5884"
"7"	"A7"	"2"	"2"	"26"	"243016.45"	"52217.766"	"47832.875"	"384464.4"	"-143.32457"
"8"	"A8"	"2"	"2"	"26"	"217187.02"	"48420.516"	"46713.492"	"378202.38"	"-1435.5463"
"9"	"A9"	"2"	"2"	"26"	"151465.97"	"44168.402"	"44911.113"	"383206.94"	"-567.6674"
"10"	"A10"	"2"	"2"	"26"	"149920.03"	"44921.473"	"41514.95"	"375262.25"	"1844.8866"
"11"	"A11"	"2"	"2"	"26"	"216693.72"	"53138.688"	"35951.92"	"360878.22"	"-1664.1729"
"12"	"A12"	"2"	"2"	"26"	"222874.17"	"59488.605"	"36486.406"	"376753.4"	"-56.63535"
"13"	"B1"	"2"	"2"	"26"	"144097.98"	"49782.49"	"39224.03"	"364836.34"	"1685.2408"
"14"	"B2"	"2"	"2"	"26"	"152107.4"	"46012.125"	"40842.85"	"373113.34"	"960.3218"
"15"	"B3"	"2"	"2"	"26"	"169635.1"	"46651.75"	"45629.273"	"372648.66"	"576.4169"
"16"	"B4"	"2"	"2"	"26"	"167969.52"	"44201.74"	"48200.19"	"375424.1"	"507.7299"
"17"	"B5"	"2"	"2"	"26"	"859855.1"	"107478.26"	"50142.31"	"389193.78"	"1167.787"
"18"	"B6"	"2"	"2"	"26"	"862105.0"	"104696.24"	"49598.254"	"388545.44"	"667.3884"
"19"	"B7"	"2"	"2"	"26"	"207540.39"	"46641.27"	"53237.625"	"401349.7"	"1108.3789"
"20"	"B8"	"2"	"2"	"26"	"203814.23"	"47837.45"	"52278.035"	"401720.5"	"1220.4884"
"21"	"B9"	"2"	"2"	"26"	"190036.02"	"47106.152"	"49370.293"	"394852.2"	"1379.9337"
"22"	"B10"	"2"	"2"	"26"	"202996.86"	"48967.13"	"48475.977"	"408559.97"	"908.34784"
"23"	"B11"	"2"	"2"	"26"	"485591.1"	"86288.86"	"43924.914"	"403793.6"	"2343.0667"
"24"	"B12"	"2"	"2"	"26"	"408078.1"	"80200.5"	"37222.758"	"366675.78"	"1792.9286"
"25"	"C1"	"2"	"2"	"26"	"204350.25"	"54176.1"	"38217.062"	"360930.2"	"1352.754"
"26"	"C2"	"2"	"2"	"26"	"235319.12"	"55005.703"	"44749.14"	"386299.94"	"275.4709"
"27"	"C3"	"2"	"2"	"26"	"180156.31"	"46124.31"	"47618.36"	"388110.2"	"1798.5184"
"28"	"C4"	"2"	"2"	"26"	"212145.05"	"50290.023"	"56557.164"	"426858.47"	"974.5962"
"29"	"C5"	"2"	"2"	"26"	"768939.06"	"96462.04"	"56449.793"	"420645.06"	"674.1636"
"30"	"C6"	"2"	"2"	"26"	"773816.4"	"93269.91"	"55720.875"	"405501.78"	"1160.5791"
"31"	"C7"	"2"	"2"	"26"	"177712.83"	"42813.055"	"56049.645"	"409233.78"	"-139.52338"
"32"	"C8"	"2"	"2"	"26"	"214531.1"	"49948.19"	"62205.562"	"444961.97"	"757.5397"
"33"	"C9"	"2"	"2"	"26"	"314439.7"	"58692.03"	"53230.8"	"409629.3"	"-100.7483"
"34"	"C10"	"2"	"2"	"26"	"296442.28"	"59884.945"	"50334.02"	"397388.34"	"2016.6958"
"35"	"C11"	"2"	"2"	"26"	"168918.52"	"46578.336"	"43794.92"	"370158.66"	"1461.9924"
"36"	"C12"	"2"	"2"	"26"	"152258.56"	"47283.895"	"37944.844"	"360739.97"	"388.36093"
"37"	"D1"	"2"	"2"	"26"	"160827.7"	"52465.492"	"44300.223"	"392873.3"	"1548.5125"
"38"	"D2"	"2"	"2"	"26"	"154075.89"	"46204.62"	"44306.49"	"384061.2"	"3585.9446"
"39"	"D3"	"2"	"2"	"26"	"168507.47"	"46906.973"	"51148.957"	"399728.5"	"1514.2777"
"40"	"D4"	"2"	"2"	"26"	"176504.97"	"46953.223"	"57680.25"	"416844.97"	"1584.38"
"41"	"D5"	"2"	"2"	"26"	"560611.5"	"77892.555"	"59764.777"	"426900.3"	"738.1634"
"42"	"D6"	"2"	"2"	"26"	"550642.94"	"75594.8"	"60902.58"	"430402.66"	"1783.3662"
"43"	"D7"	"2"	"2"	"26"	"214832.98"	"47723.29"	"60147.41"	"423930.4"	"1546.1632"
"44"	"D8"	"2"	"2"	"26"	"199523.23"	"46146.72"	"54725.977"	"406697.88"	"2407.8005"
"45"	"D9"	"2"	"2"	"26"	"304164.34"	"56970.324"	"54587.938"	"402699.78"	"2446.7256"
"46"	"D10"	"2"	"2"	"26"	"314693.88"	"59031.992"	"51845.395"	"408827.03"	"2840.8164"
"47"	"D11"	"2"	"2"	"26"	"464800.94"	"81719.36"	"48223.51"	"398662.7"	"3237.5217"
"48"	"D12"	"2"	"2"	"26"	"471524.4"	"82643.24"	"41349.88"	"379407.3"	"1497.1967"
"49"	"E1"	"2"	"2"	"26"	"193475.56"	"54358.57"	"43010.957"	"394531.78"	"1490.9022"
"50"	"E2"	"2"	"2"	"26"	"219096.11"	"56117.086"	"50553.484"	"414149.7"	"1208.0632"
"51"	"E3"	"2"	"2"	"26"	"207724.12"	"55892.305"	"59545.402"	"416112.3"	"2057.4102"
"52"	"E4"	"2"	"2"	"26"	"201854.25"	"45923.125"	"54340.324"	"399272.5"	"3317.246"
"53"	"E5"	"2"	"2"	"26"	"280013.53"	"53265.87"	"58000.48"	"414544.8"	"1179.5278"
"54"	"E6"	"2"	"2"	"26"	"277688.4"	"51313.14"	"58231.617"	"406221.84"	"2678.5554"
"55"	"E7"	"2"	"2"	"26"	"172116.42"	"41838.36"	"57174.168"	"398056.62"	"-274.62323"
"56"	"E8"	"2"	"2"	"26"	"215994.11"	"50906.15"	"66617.94"	"438820.22"	"56093.1"
"57"	"E9"	"2"	"2"	"26"	"176160.53"	"44026.62"	"54122.74"	"409549.44"	"1191.9435"
"58"	"E10"	"2"	"2"	"26"	"167408.12"	"43601.88"	"48291.902"	"390347.12"	"-514.0341"
"59"	"E11"	"2"	"2"	"26"	"452909.72"	"74312.59"	"42960.98"	"362504.84"	"583.1475"
"60"	"E12"	"2"	"2"	"26"	"422966.97"	"79380.625"	"40223.316"	"373090.06"	"4.157291"
"61"	"F1"	"2"	"2"	"26"	"159124.45"	"48787.875"	"38928.03"	"372751.7"	"423.77344"
"62"	"F2"	"2"	"2"	"26"	"191269.61"	"52340.79"	"46688.0"	"402591.66"	"645.0874"
"63"	"F3"	"2"	"2"	"26"	"395790.6"	"71798.305"	"54450.26"	"415010.8"	"606.49146"
"64"	"F4"	"2"	"2"	"26"	"438864.84"	"73927.83"	"60492.223"	"442012.97"	"177.45119"
"65"	"F5"	"2"	"2"	"26"	"184066.48"	"47304.195"	"61200.78"	"439308.3"	"782.1146"
"66"	"F6"	"2"	"2"	"26"	"181489.14"	"46691.383"	"59848.93"	"432555.53"	"2432.9338"
"67"	"F7"	"2"	"2"	"26"	"191836.78"	"45018.38"	"59255.36"	"426741.47"	"-949.1113"
"68"	"F8"	"2"	"2"	"26"	"187169.55"	"47230.24"	"59137.453"	"437260.56"	"1786.7981"
"69"	"F9"	"2"	"2"	"26"	"225737.62"	"50089.133"	"56399.25"	"426082.12"	"-196.72894"
"70"	"F10"	"2"	"2"	"26"	"240763.89"	"52165.105"	"49417.227"	"400951.94"	"207.71349"
"71"	"F11"	"2"	"2"	"26"	"206990.52"	"52519.77"	"48379.695"	"399539.44"	"1590.2286"
"72"	"F12"	"2"	"2"	"26"	"175094.75"	"52288.277"	"41369.566"	"366066.12"	"1862.7123"
"73"	"G1"	"2"	"2"	"26"	"152054.95"	"49700.227"	"39470.875"	"377407.75"	"1307.3916"
"74"	"G2"	"2"	"2"	"26"	"175232.56"	"50254.996"	"45353.973"	"398855.25"	"653.5479"
"75"	"G3"	"2"	"2"	"26"	"204248.2"	"50207.402"	"47545.586"	"393168.72"	"-1243.3071"
"76"	"G4"	"2"	"2"	"26"	"209337.02"	"51511.2"	"50884.684"	"401441.44"	"1316.0367"
"77"	"G5"	"2"	"2"	"26"	"154201.0"	"46786.406"	"59766.703"	"420088.53"	"-146.40977"
"78"	"G6"	"2"	"2"	"26"	"167227.98"	"43548.28"	"56354.477"	"420976.78"	"2810.1208"
"79"	"G7"	"2"	"2"	"26"	"203592.27"	"46913.387"	"54128.473"	"406755.1"	"1239.2261"
"80"	"G8"	"2"	"2"	"26"	"197542.72"	"48010.867"	"54443.453"	"408126.97"	"2599.996"
"81"	"G9"	"2"	"2"	"26"	"261377.62"	"54294.188"	"51362.387"	"407578.2"	"1000.0824"
"82"	"G10"	"2"	"2"	"26"	"232244.39"	"53385.78"	"46821.66"	"387052.9"	"584.12823"
"83"	"G11"	"2"	"2"	"26"	"264256.7"	"57770.43"	"43123.402"	"383342.5"	"5.9999166"
"84"	"G12"	"2"	"2"	"26"	"218371.83"	"60377.93"	"39644.953"	"360160.88"	"1449.8044"
"85"	"H1"	"2"	"2"	"26"	"186904.67"	"54382.184"	"34207.53"	"343665.06"	"1614.4243"
"86"	"H2"	"2"	"2"	"26"	"211308.45"	"57878.188"	"41732.555"	"378464.4"	"321.6447"
"87"	"H3"	"2"	"2"	"26"	"147038.31"	"46260.965"	"41127.8"	"370540.97"	"-109.43477"
"88"	"H4"	"2"	"2"	"26"	"167323.84"	"47671.938"	"48124.117"	"390290.78"	"2839.1433"
"89"	"H5"	"2"	"2"	"26"	"131278.34"	"45460.918"	"46748.027"	"366933.25"	"125.56935"
"90"	"H6"	"2"	"2"	"26"	"114065.52"	"37835.75"	"47207.02"	"366647.38"	"701.70215"
"91"	"H7"	"2"	"2"	"26"	"171755.16"	"42252.234"	"47387.33"	"365892.22"	"-433.07166"
"92"	"H8"	"2"	"2"	"26"	"182315.16"	"45987.45"	"49378.16"	"391977.62"	"254.45055"
"93"	"H9"	"2"	"2"	"26"	"196454.53"	"47583.477"	"46116.754"	"369422.28"	"-186.87657"
"94"	"H10"	"2"	"2"	"26"	"179563.66"	"46000.723"	"41983.51"	"374639.6"	"151.56871"
"95"	"H11"	"2"	"2"	"26"	"418881.12"	"81092.27"	"39407.973"	"366691.94"	"2682.157"
"96"	"H12"	"2"	"2"	"26"	"362505.38"	"78350.77"	"34497.887"	"338443.97"	"311.00015"
"1"	"A1"	"2"	"2"	"27"	"487001.28"	"99812.42"	"36255.97"	"372552.5"	"642.6794"
"2"	"A2"	"2"	"2"	"27"	"535065.06"	"96474.51"	"39431.793"	"389395.8"	"-804.91754"
"3"	"A3"	"2"	"2"	"27"	"211979.12"	"51990.004"	"40826.535"	"367083.97"	"485.82758"
"4"	"A4"	"2"	"2"	"27"	"240619.6"	"53445.188"	"47780.8"	"393777.88"	"-993.9716"
"5"	"A5"	"2"	"2"	"27"	"943979.0"	"121025.56"	"48345.617"	"397563.75"	"162.78471"
"6"	"A6"	"2"	"2"	"27"	"874475.9"	"112326.98"	"45659.77"	"370384.75"	"-674.9743"
"7"	"A7"	"2"	"2"	"27"	"325681.88"	"59536.73"	"47434.008"	"384044.47"	"-341.74857"
"8"	"A8"	"2"	"2"	"27"	"285905.78"	"55674.76"	"46817.562"	"377507.97"	"-1613.3394"
"9"	"A9"	"2"	"2"	"27"	"183032.8"	"47023.85"	"44868.773"	"383241.7"	"-613.1579"
"10"	"A10"	"2"	"2"	"27"	"180390.23"	"48705.312"	"41283.01"	"375895.22"	"1411.4214"
"11"	"A11"	"2"	"2"	"27"	"292154.88"	"62339.42"	"36052.086"	"360426.03"	"-1557.1957"
"12"	"A12"	"2"	"2"	"27"	"294120.9"	"70192.586"	"36602.496"	"376814.44"	"133.80746"
"13"	"B1"	"2"	"2"	"27"	"176946.25"	"54069.336"	"38905.184"	"364943.78"	"2024.4939"
"14"	"B2"	"2"	"2"	"27"	"188175.5"	"50667.22"	"40986.953"	"372970.84"	"923.20355"
"15"	"B3"	"2"	"2"	"27"	"213335.7"	"51204.594"	"45651.676"	"372378.53"	"813.2635"
"16"	"B4"	"2"	"2"	"27"	"215554.39"	"49058.83"	"48086.977"	"375566.84"	"683.8291"
"17"	"B5"	"2"	"2"	"27"	"891734.7"	"110228.17"	"50558.926"	"388425.66"	"780.66864"
"18"	"B6"	"2"	"2"	"27"	"895306.7"	"108213.18"	"50054.6"	"387817.84"	"-16.94019"
"19"	"B7"	"2"	"2"	"27"	"268826.06"	"52265.21"	"53944.156"	"401133.9"	"1403.0941"
"20"	"B8"	"2"	"2"	"27"	"267100.38"	"54111.86"	"51793.562"	"401743.6"	"1197.5372"
"21"	"B9"	"2"	"2"	"27"	"243052.56"	"52279.69"	"49480.484"	"394395.06"	"1135.8074"
"22"	"B10"	"2"	"2"	"27"	"258916.33"	"55397.855"	"48545.047"	"408484.66"	"568.395"
"23"	"B11"	"2"	"2"	"27"	"608028.94"	"100667.12"	"43909.31"	"403844.3"	"2259.3699"
"24"	"B12"	"2"	"2"	"27"	"515415.3"	"93807.72"	"37625.125"	"366280.3"	"2098.1526"
"25"	"C1"	"2"	"2"	"27"	"275263.88"	"63816.17"	"37825.35"	"360924.62"	"1225.2754"
"26"	"C2"	"2"	"2"	"27"	"316680.22"	"64360.188"	"44761.195"	"385847.3"	"298.6166"
"27"	"C3"	"2"	"2"	"27"	"231919.7"	"51576.86"	"47520.67"	"387716.75"	"1824.2365"
"28"	"C4"	"2"	"2"	"27"	"268126.78"	"56269.332"	"56719.777"	"426697.88"	"983.79193"
"29"	"C5"	"2"	"2"	"27"	"838242.75"	"102956.31"	"56414.65"	"420857.47"	"489.5474"
"30"	"C6"	"2"	"2"	"27"	"840938.25"	"99017.15"	"55680.855"	"405808.9"	"1004.379"
"31"	"C7"	"2"	"2"	"27"	"215835.45"	"47022.2"	"56004.35"	"409152.84"	"-100.75628"
"32"	"C8"	"2"	"2"	"27"	"260624.19"	"54565.832"	"62207.48"	"444550.16"	"1054.0215"
"33"	"C9"	"2"	"2"	"27"	"423350.75"	"68638.56"	"53425.266"	"409446.0"	"85.364426"
"34"	"C10"	"2"	"2"	"27"	"396767.66"	"70315.31"	"49826.57"	"397347.8"	"1735.7498"
"35"	"C11"	"2"	"2"	"27"	"202413.05"	"51235.76"	"43842.688"	"370070.0"	"1584.5771"
"36"	"C12"	"2"	"2"	"27"	"185279.03"	"51394.797"	"38282.113"	"360117.75"	"1011.9438"
"37"	"D1"	"2"	"2"	"27"	"197155.56"	"56953.316"	"44068.926"	"392129.88"	"1434.4479"
"38"	"D2"	"2"	"2"	"27"	"189673.75"	"50444.63"	"44220.97"	"383906.1"	"3235.7468"
"39"	"D3"	"2"	"2"	"27"	"204143.2"	"50642.84"	"50772.727"	"399233.22"	"1142.1915"
"40"	"D4"	"2"	"2"	"27"	"211944.19"	"50541.7"	"57111.543"	"416723.53"	"1834.3687"
"41"	"D5"	"2"	"2"	"27"	"681438.8"	"87867.58"	"59721.676"	"426826.28"	"983.6792"
"42"	"D6"	"2"	"2"	"27"	"675954.3"	"86032.48"	"60770.527"	"429946.47"	"1811.0946"
"43"	"D7"	"2"	"2"	"27"	"273350.38"	"53039.062"	"59892.035"	"423568.25"	"2243.424"
"44"	"D8"	"2"	"2"	"27"	"255291.98"	"51079.824"	"55221.3"	"406122.66"	"2102.901"
"45"	"D9"	"2"	"2"	"27"	"402225.06"	"65786.51"	"54069.87"	"402523.94"	"2593.5093"
"46"	"D10"	"2"	"2"	"27"	"413660.0"	"68697.836"	"51767.07"	"408387.56"	"2880.1577"
"47"	"D11"	"2"	"2"	"27"	"589349.06"	"94273.625"	"47839.26"	"397524.2"	"3135.6665"
"48"	"D12"	"2"	"2"	"27"	"583879.3"	"96024.03"	"41420.008"	"378387.62"	"1181.3549"
"49"	"E1"	"2"	"2"	"27"	"250033.33"	"61941.914"	"43068.9"	"393925.53"	"1653.4244"
"50"	"E2"	"2"	"2"	"27"	"284238.56"	"63406.58"	"50397.613"	"412615.25"	"2032.8318"
"51"	"E3"	"2"	"2"	"27"	"266789.88"	"61976.457"	"59719.027"	"416436.7"	"2175.5605"
"52"	"E4"	"2"	"2"	"27"	"258737.31"	"51465.1"	"54547.12"	"399011.3"	"3574.9998"
"53"	"E5"	"2"	"2"	"27"	"378833.53"	"61881.473"	"58215.83"	"413986.38"	"1314.0111"
"54"	"E6"	"2"	"2"	"27"	"373414.94"	"59400.49"	"58393.035"	"405481.7"	"2570.2349"
"55"	"E7"	"2"	"2"	"27"	"202622.14"	"44888.95"	"57237.08"	"398245.72"	"44.03129"
"56"	"E8"	"2"	"2"	"27"	"250125.16"	"54099.84"	"66436.695"	"438621.0"	"56143.23"
"57"	"E9"	"2"	"2"	"27"	"212683.56"	"47435.33"	"54220.39"	"409107.4"	"1195.5309"
"58"	"E10"	"2"	"2"	"27"	"202937.62"	"47430.74"	"49181.953"	"389858.78"	"-215.69104"
"59"	"E11"	"2"	"2"	"27"	"559991.7"	"85480.55"	"42702.72"	"362389.1"	"50.98803"
"60"	"E12"	"2"	"2"	"27"	"535398.6"	"92856.05"	"39847.914"	"372354.94"	"-198.81787"
"61"	"F1"	"2"	"2"	"27"	"199840.69"	"54184.047"	"39328.957"	"372096.16"	"869.5521"
"62"	"F2"	"2"	"2"	"27"	"246131.72"	"58563.36"	"47068.105"	"402287.75"	"708.4586"
"63"	"F3"	"2"	"2"	"27"	"521234.6"	"84078.9"	"54496.965"	"415834.97"	"740.7514"
"64"	"F4"	"2"	"2"	"27"	"574929.44"	"87034.12"	"61127.688"	"441869.53"	"398.40216"
"65"	"F5"	"2"	"2"	"27"	"220012.97"	"50709.86"	"61676.184"	"439070.4"	"956.45105"
"66"	"F6"	"2"	"2"	"27"	"217318.52"	"49575.63"	"60244.836"	"432378.28"	"2147.2627"
"67"	"F7"	"2"	"2"	"27"	"232064.97"	"49238.742"	"59594.457"	"427040.75"	"-1135.1975"
"68"	"F8"	"2"	"2"	"27"	"225752.11"	"51037.047"	"59761.465"	"437107.94"	"1391.2561"
"69"	"F9"	"2"	"2"	"27"	"291788.38"	"56432.906"	"56806.18"	"425762.8"	"-632.0618"
"70"	"F10"	"2"	"2"	"27"	"308350.06"	"59463.87"	"49605.24"	"400979.7"	"256.94873"
"71"	"F11"	"2"	"2"	"27"	"247761.52"	"57239.914"	"48470.37"	"399456.53"	"1038.9095"
"72"	"F12"	"2"	"2"	"27"	"210241.33"	"57478.25"	"41435.934"	"365346.44"	"1825.1257"
"73"	"G1"	"2"	"2"	"27"	"186607.75"	"54139.426"	"39075.45"	"377447.5"	"1461.8495"
"74"	"G2"	"2"	"2"	"27"	"213172.42"	"54542.043"	"45477.566"	"399038.62"	"1105.4021"
"75"	"G3"	"2"	"2"	"27"	"267569.88"	"57898.4"	"47607.188"	"393000.6"	"-723.6899"
"76"	"G4"	"2"	"2"	"27"	"281798.9"	"58281.105"	"50512.215"	"401877.16"	"1717.0416"
"77"	"G5"	"2"	"2"	"27"	"163624.75"	"47416.066"	"60101.785"	"419671.28"	"-284.42566"
"78"	"G6"	"2"	"2"	"27"	"177616.11"	"44544.555"	"56297.6"	"420744.72"	"2944.265"
"79"	"G7"	"2"	"2"	"27"	"252879.03"	"51366.95"	"53786.04"	"406450.72"	"1436.2356"
"80"	"G8"	"2"	"2"	"27"	"245728.36"	"52497.7"	"53954.766"	"407169.56"	"2389.5884"
"81"	"G9"	"2"	"2"	"27"	"343645.94"	"62937.176"	"51189.64"	"407411.66"	"883.1862"
"82"	"G10"	"2"	"2"	"27"	"313343.53"	"61736.836"	"46266.164"	"387609.4"	"392.6931"
"83"	"G11"	"2"	"2"	"27"	"348214.5"	"67701.05"	"42933.97"	"382989.12"	"236.31555"
"84"	"G12"	"2"	"2"	"27"	"288506.34"	"68762.586"	"39679.613"	"360599.28"	"1261.0566"
"85"	"H1"	"2"	"2"	"27"	"252805.72"	"64011.918"	"33951.965"	"344203.9"	"1266.5231"
"86"	"H2"	"2"	"2"	"27"	"287857.47"	"67461.23"	"41561.37"	"378481.72"	"509.14798"
"87"	"H3"	"2"	"2"	"27"	"180450.4"	"50288.844"	"41339.54"	"370366.22"	"-759.9315"
"88"	"H4"	"2"	"2"	"27"	"203532.02"	"51490.504"	"48110.508"	"389670.2"	"2692.2595"
"89"	"H5"	"2"	"2"	"27"	"133450.53"	"45862.484"	"46358.81"	"367698.84"	"673.0"
"90"	"H6"	"2"	"2"	"27"	"117022.65"	"38304.227"	"47105.574"	"366426.75"	"490.04108"
"91"	"H7"	"2"	"2"	"27"	"206232.05"	"46165.85"	"47385.484"	"365958.4"	"-309.82074"
"92"	"H8"	"2"	"2"	"27"	"216739.55"	"50563.66"	"48930.29"	"391512.06"	"873.3161"
"93"	"H9"	"2"	"2"	"27"	"245773.77"	"53243.27"	"46250.406"	"368908.06"	"118.03318"
"94"	"H10"	"2"	"2"	"27"	"230460.95"	"52270.465"	"42240.727"	"375529.3"	"201.32967"
"95"	"H11"	"2"	"2"	"27"	"529480.7"	"94485.68"	"38890.977"	"366443.03"	"3433.8228"
"96"	"H12"	"2"	"2"	"27"	"463055.03"	"92232.44"	"34276.824"	"338349.3"	"773.60645"
"1"	"A1"	"2"	"2"	"28"	"583924.2"	"113701.59"	"36493.37"	"371773.94"	"164.46545"
"2"	"A2"	"2"	"2"	"28"	"635254.3"	"108746.51"	"40296.582"	"388790.3"	"-522.8138"
"3"	"A3"	"2"	"2"	"28"	"284566.6"	"60456.5"	"40804.84"	"367059.3"	"212.79713"
"4"	"A4"	"2"	"2"	"28"	"320132.72"	"62487.96"	"47163.695"	"393973.2"	"-1071.7097"
"5"	"A5"	"2"	"2"	"28"	"954673.1"	"122367.56"	"47909.254"	"397765.53"	"-164.96863"
"6"	"A6"	"2"	"2"	"28"	"885922.06"	"113360.516"	"45402.566"	"370281.22"	"-483.9262"
"7"	"A7"	"2"	"2"	"28"	"429514.3"	"69917.13"	"47779.203"	"384061.06"	"-819.87775"
"8"	"A8"	"2"	"2"	"28"	"379635.16"	"65317.418"	"46356.836"	"378134.12"	"-1511.9552"
"9"	"A9"	"2"	"2"	"28"	"234103.38"	"52632.875"	"44909.88"	"383995.97"	"-166.77362"
"10"	"A10"	"2"	"2"	"28"	"232104.19"	"54350.37"	"41681.3"	"375496.12"	"1528.7284"
"11"	"A11"	"2"	"2"	"28"	"386224.56"	"74381.1"	"36144.133"	"360447.84"	"-933.25684"
"12"	"A12"	"2"	"2"	"28"	"389619.16"	"83012.164"	"36438.215"	"376216.94"	"-388.2141"
"13"	"B1"	"2"	"2"	"28"	"230344.16"	"61946.0"	"39264.22"	"364940.0"	"1617.6487"
"14"	"B2"	"2"	"2"	"28"	"246727.66"	"57680.652"	"40836.89"	"372692.7"	"440.69534"
"15"	"B3"	"2"	"2"	"28"	"284239.9"	"58892.13"	"45445.168"	"372138.8"	"769.98303"
"16"	"B4"	"2"	"2"	"28"	"288720.84"	"56451.61"	"47978.258"	"375294.5"	"363.07187"
"17"	"B5"	"2"	"2"	"28"	"914276.94"	"112037.086"	"50520.6"	"389013.12"	"712.14136"
"18"	"B6"	"2"	"2"	"28"	"917913.44"	"109943.664"	"50187.77"	"387203.7"	"375.46887"
"19"	"B7"	"2"	"2"	"28"	"357440.1"	"60674.785"	"53708.586"	"400999.25"	"1235.2286"
"20"	"B8"	"2"	"2"	"28"	"362115.25"	"62930.406"	"52089.684"	"401258.3"	"1231.3958"
"21"	"B9"	"2"	"2"	"28"	"327586.16"	"60682.938"	"49324.664"	"394648.28"	"988.95935"
"22"	"B10"	"2"	"2"	"28"	"343997.3"	"64739.637"	"48367.83"	"408254.0"	"699.7499"
"23"	"B11"	"2"	"2"	"28"	"710836.1"	"111655.18"	"43317.414"	"403735.6"	"1904.4917"
"24"	"B12"	"2"	"2"	"28"	"604996.06"	"105560.47"	"37234.242"	"366152.3"	"1875.4183"
"25"	"C1"	"2"	"2"	"28"	"372199.34"	"75678.87"	"38334.625"	"360953.12"	"1127.145"
"26"	"C2"	"2"	"2"	"28"	"421799.3"	"75939.28"	"44509.26"	"385331.6"	"271.89395"
"27"	"C3"	"2"	"2"	"28"	"312625.16"	"59433.516"	"47547.617"	"387422.75"	"2149.6172"
"28"	"C4"	"2"	"2"	"28"	"360055.1"	"64747.92"	"56691.637"	"427084.84"	"1200.7504"
"29"	"C5"	"2"	"2"	"28"	"892935.3"	"107698.336"	"56525.758"	"420781.72"	"1069.0555"
"30"	"C6"	"2"	"2"	"28"	"893320.6"	"103893.125"	"56045.867"	"405571.3"	"1101.6982"
"31"	"C7"	"2"	"2"	"28"	"284010.56"	"53059.613"	"56467.367"	"409069.2"	"60.86062"
"32"	"C8"	"2"	"2"	"28"	"336980.8"	"61452.96"	"62598.098"	"444641.38"	"909.4975"
"33"	"C9"	"2"	"2"	"28"	"551864.94"	"80673.22"	"53248.02"	"409192.06"	"49.186874"
"34"	"C10"	"2"	"2"	"28"	"520578.06"	"82294.07"	"50230.125"	"397171.78"	"1626.9767"
"35"	"C11"	"2"	"2"	"28"	"262227.75"	"57685.543"	"43692.34"	"370058.94"	"1500.7463"
"36"	"C12"	"2"	"2"	"28"	"238004.66"	"58886.312"	"38514.215"	"360074.7"	"614.57306"
"37"	"D1"	"2"	"2"	"28"	"253143.95"	"64103.992"	"44095.457"	"393007.97"	"1637.58"
"38"	"D2"	"2"	"2"	"28"	"248698.45"	"57179.76"	"43760.52"	"383485.94"	"3175.9043"
"39"	"D3"	"2"	"2"	"28"	"264972.75"	"56752.168"	"51029.375"	"398984.2"	"1402.287"
"40"	"D4"	"2"	"2"	"28"	"274422.94"	"56750.0"	"57379.832"	"416735.94"	"1938.391"
"41"	"D5"	"2"	"2"	"28"	"779349.5"	"96266.39"	"59760.902"	"426905.03"	"760.265"
"42"	"D6"	"2"	"2"	"28"	"781900.06"	"94522.44"	"60617.906"	"429977.84"	"2065.1953"
"43"	"D7"	"2"	"2"	"28"	"364914.34"	"60425.81"	"59522.83"	"423506.6"	"1426.0415"
"44"	"D8"	"2"	"2"	"28"	"340378.8"	"58610.41"	"54985.18"	"406166.38"	"2436.8665"
"45"	"D9"	"2"	"2"	"28"	"522217.25"	"76215.9"	"54133.312"	"402123.62"	"2286.6206"
"46"	"D10"	"2"	"2"	"28"	"532590.5"	"80029.266"	"51568.473"	"408181.34"	"2805.3738"
"47"	"D11"	"2"	"2"	"28"	"692985.9"	"105593.234"	"47620.8"	"398033.75"	"3227.2935"
