# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"SYBR"	"ROX"
"17"	"B5"	"2"	"2"	"38"	"943757.0"	"385621.84"
"17"	"B5"	"2"	"2"	"39"	"943606.06"	"385821.62"
"17"	"B5"	"2"	"2"	"40"	"944426.44"	"385786.2"
"17"	"B5"	"2"	"2"	"41"	"945173.7"	"385476.5"
"17"	"B5"	"2"	"2"	"42"	"946333.7"	"385267.97"
"17"	"B5"	"2"	"2"	"43"	"946032.4"	"385106.8"
"17"	"B5"	"2"	"2"	"44"	"946156.56"	"384796.47"
"17"	"B5"	"2"	"2"	"45"	"945166.6"	"384720.6"
"17"	"B5"	"3"	"3"	"1"	"983416.0"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"983424.6"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"980350.3"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"976440.06"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"972310.0"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"966022.2"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"959512.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"952936.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"946261.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"938987.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"932480.06"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"924925.94"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"918501.5"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"910161.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"903947.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"896289.94"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"890206.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"882570.0"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"875215.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"869698.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"863629.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"856057.06"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"846982.06"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"842487.75"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"834461.6"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"827001.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"820957.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"814559.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"808282.3"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"800836.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"793963.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"787791.6"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"780149.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"773323.75"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"767539.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"760367.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"754524.44"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"747098.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"741262.1"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"735784.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"727104.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"720891.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"713949.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"708333.0"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"700011.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"691690.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"684622.94"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"678917.6"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"673887.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"664345.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"659254.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"652792.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"644853.75"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"636655.75"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"629905.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"622789.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"616525.2"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"610350.5"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"603048.4"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"596566.1"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"587656.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"580940.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"574672.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"566931.5"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"560010.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"551422.94"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"544275.0"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"535680.9"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"527801.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"518495.56"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"506627.25"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"491769.7"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"475951.06"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"453094.75"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"422723.34"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"375109.38"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"300504.62"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"210969.5"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"127737.8"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"79646.63"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"60990.926"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"54635.03"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"49559.22"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"47245.492"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"46837.082"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"45871.242"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"45757.22"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"45449.87"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"44254.414"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"43882.01"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"44777.08"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"41328.008"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"41538.395"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"41058.844"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"40268.785"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"40045.777"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"39615.02"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"36883.52"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"37262.785"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"38635.21"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"37010.426"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"36316.45"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"35129.133"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"35397.445"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"34058.113"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"34588.28"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"33006.97"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"32879.125"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"32535.354"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"33492.86"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"30743.396"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"31897.473"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"31708.982"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"29221.629"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"30320.004"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"28909.502"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"29292.86"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"28847.656"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"28984.855"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"26346.316"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"27831.145"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"26893.002"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"26416.293"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"25304.611"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"24989.555"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"25705.71"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"23600.805"	"0.0"
"17"	"B5"	"3"	"3"	"1"	"24748.145"	"0.0"
"18"	"B6"	"2"	"2"	"1"	"67695.33"	"391679.44"
"18"	"B6"	"2"	"2"	"2"	"68847.29"	"391669.38"
"18"	"B6"	"2"	"2"	"3"	"71353.68"	"391539.25"
"18"	"B6"	"2"	"2"	"4"	"72231.25"	"391913.16"
"18"	"B6"	"2"	"2"	"5"	"72749.445"	"392082.2"
"18"	"B6"	"2"	"2"	"6"	"73978.15"	"391989.34"
"18"	"B6"	"2"	"2"	"7"	"75403.15"	"391878.94"
"18"	"B6"	"2"	"2"	"8"	"75853.76"	"391511.75"
"18"	"B6"	"2"	"2"	"9"	"76617.44"	"390866.3"
"18"	"B6"	"2"	"2"	"10"	"78379.445"	"390301.06"
"18"	"B6"	"2"	"2"	"11"	"78994.85"	"389992.12"
"18"	"B6"	"2"	"2"	"12"	"81199.63"	"389896.5"
"18"	"B6"	"2"	"2"	"13"	"83762.125"	"389709.72"
"18"	"B6"	"2"	"2"	"14"	"88121.23"	"389611.9"
"18"	"B6"	"2"	"2"	"15"	"95266.5"	"389066.2"
"18"	"B6"	"2"	"2"	"16"	"106527.5"	"388758.34"
"18"	"B6"	"2"	"2"	"17"	"127987.05"	"388684.5"
"18"	"B6"	"2"	"2"	"18"	"167554.36"	"388334.75"
"18"	"B6"	"2"	"2"	"19"	"231375.45"	"388130.62"
"18"	"B6"	"2"	"2"	"20"	"322723.4"	"388224.0"
"18"	"B6"	"2"	"2"	"21"	"435386.16"	"387904.5"
"18"	"B6"	"2"	"2"	"22"	"551201.4"	"387579.22"
"18"	"B6"	"2"	"2"	"23"	"651587.4"	"387206.47"
"18"	"B6"	"2"	"2"	"24"	"730016.56"	"386985.75"
"18"	"B6"	"2"	"2"	"25"	"791412.6"	"386905.9"
"18"	"B6"	"2"	"2"	"26"	"836241.7"	"386511.44"
"18"	"B6"	"2"	"2"	"27"	"869443.8"	"385979.47"
"18"	"B6"	"2"	"2"	"28"	"892833.5"	"385811.6"
"18"	"B6"	"2"	"2"	"29"	"909203.2"	"385998.53"
"18"	"B6"	"2"	"2"	"30"	"919398.1"	"385826.53"
"18"	"B6"	"2"	"2"	"31"	"927469.2"	"385438.0"
"18"	"B6"	"2"	"2"	"32"	"933960.7"	"385193.03"
"18"	"B6"	"2"	"2"	"33"	"937190.6"	"384920.84"
"18"	"B6"	"2"	"2"	"34"	"939200.2"	"384783.03"
"18"	"B6"	"2"	"2"	"35"	"941279.94"	"384810.0"
"18"	"B6"	"2"	"2"	"36"	"942772.56"	"384821.7"
"18"	"B6"	"2"	"2"	"37"	"943837.4"	"384685.6"
"18"	"B6"	"2"	"2"	"38"	"944203.25"	"384443.9"
"18"	"B6"	"2"	"2"	"39"	"944715.8"	"384309.94"
"18"	"B6"	"2"	"2"	"40"	"946890.2"	"384222.8"
"18"	"B6"	"2"	"2"	"41"	"948320.0"	"384077.8"
"18"	"B6"	"2"	"2"	"42"	"947320.44"	"383915.47"
"18"	"B6"	"2"	"2"	"43"	"946673.5"	"383596.88"
"18"	"B6"	"2"	"2"	"44"	"946205.0"	"383560.78"
"18"	"B6"	"2"	"2"	"45"	"946003.06"	"383732.7"
"18"	"B6"	"3"	"3"	"1"	"985609.6"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"986351.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"982213.8"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"978687.3"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"974831.56"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"969839.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"964763.2"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"959491.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"952868.75"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"948188.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"940842.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"932781.7"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"926969.56"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"921765.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"913338.44"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"907989.94"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"901017.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"895322.75"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"887899.9"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"880860.9"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"871956.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"866925.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"861665.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"854558.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"847531.44"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"841863.6"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"833604.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"825119.2"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"821996.56"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"814264.75"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"806846.75"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"799891.7"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"793964.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"787352.0"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"779655.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"773230.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"767157.94"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"758927.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"754299.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"749068.44"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"737905.0"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"733496.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"726063.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"719154.8"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"711757.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"704093.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"696073.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"687743.6"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"680851.8"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"675778.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"668804.44"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"661471.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"653380.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"644287.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"635413.56"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"632005.56"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"623240.0"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"616544.25"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"607446.8"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"603364.6"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"595241.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"586078.6"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"581430.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"572675.94"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"564146.94"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"558639.1"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"548040.4"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"539156.2"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"531496.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"521906.5"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"509286.47"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"495067.84"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"477421.62"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"455532.34"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"423143.53"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"376588.06"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"304931.3"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"211810.9"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"128643.734"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"82586.086"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"60780.996"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"53363.0"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"51735.2"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"48645.004"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"49524.895"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"47520.547"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"48073.496"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"45709.8"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"46319.914"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"45679.008"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"43885.008"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"42903.61"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"42983.527"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"41013.2"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"39971.508"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"41375.684"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"41366.965"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"40238.504"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"39469.555"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"38030.742"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"39298.67"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"36973.586"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"35818.305"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"35441.688"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"34992.477"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"35382.266"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"34797.906"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"34118.008"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"35531.742"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"35364.32"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"33425.395"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"31387.867"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"34097.547"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"31417.467"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"29943.668"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"31063.512"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"30298.076"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"28630.545"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"27685.648"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"28197.219"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"27983.412"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"29180.496"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"28674.574"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"28514.154"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"26899.979"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"25162.922"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"27128.117"	"0.0"
"18"	"B6"	"3"	"3"	"1"	"25447.674"	"0.0"
"19"	"B7"	"2"	"2"	"1"	"82574.53"	"405506.28"
"19"	"B7"	"2"	"2"	"2"	"83445.414"	"405562.56"
"19"	"B7"	"2"	"2"	"3"	"84579.07"	"405734.72"
"19"	"B7"	"2"	"2"	"4"	"86599.07"	"406018.72"
"19"	"B7"	"2"	"2"	"5"	"88657.445"	"406217.8"
"19"	"B7"	"2"	"2"	"6"	"89671.734"	"406034.38"
"19"	"B7"	"2"	"2"	"7"	"90394.266"	"405725.47"
"19"	"B7"	"2"	"2"	"8"	"91131.28"	"405288.38"
"19"	"B7"	"2"	"2"	"9"	"92355.12"	"405017.22"
"19"	"B7"	"2"	"2"	"10"	"93297.34"	"405011.94"
"19"	"B7"	"2"	"2"	"11"	"94080.4"	"404514.7"
"19"	"B7"	"2"	"2"	"12"	"94927.71"	"404132.38"
"19"	"B7"	"2"	"2"	"13"	"96471.81"	"403848.44"
"19"	"B7"	"2"	"2"	"14"	"97975.38"	"403604.5"
"19"	"B7"	"2"	"2"	"15"	"99226.016"	"403537.1"
"19"	"B7"	"2"	"2"	"16"	"99306.16"	"403291.0"
"19"	"B7"	"2"	"2"	"17"	"100157.984"	"402987.44"
"19"	"B7"	"2"	"2"	"18"	"101793.4"	"402751.12"
"19"	"B7"	"2"	"2"	"19"	"103666.414"	"402687.56"
"19"	"B7"	"2"	"2"	"20"	"105331.42"	"402442.56"
"19"	"B7"	"2"	"2"	"21"	"107408.695"	"402093.8"
"19"	"B7"	"2"	"2"	"22"	"111067.54"	"401777.38"
"19"	"B7"	"2"	"2"	"23"	"117064.72"	"401384.66"
"19"	"B7"	"2"	"2"	"24"	"129275.26"	"401163.06"
"19"	"B7"	"2"	"2"	"25"	"150238.6"	"401148.75"
"19"	"B7"	"2"	"2"	"26"	"186899.52"	"400964.1"
"19"	"B7"	"2"	"2"	"27"	"248331.56"	"400716.12"
"19"	"B7"	"2"	"2"	"28"	"336923.94"	"400511.56"
"19"	"B7"	"2"	"2"	"29"	"448410.97"	"400393.1"
"19"	"B7"	"2"	"2"	"30"	"562540.44"	"400245.84"
"19"	"B7"	"2"	"2"	"31"	"661339.06"	"399906.66"
"19"	"B7"	"2"	"2"	"32"	"741257.75"	"399316.94"
"19"	"B7"	"2"	"2"	"33"	"802551.6"	"399131.88"
"19"	"B7"	"2"	"2"	"34"	"848565.6"	"399274.88"
"19"	"B7"	"2"	"2"	"35"	"883330.1"	"399175.88"
"19"	"B7"	"2"	"2"	"36"	"907576.9"	"398966.22"
"19"	"B7"	"2"	"2"	"37"	"924728.06"	"398780.47"
"19"	"B7"	"2"	"2"	"38"	"935342.9"	"398576.25"
"19"	"B7"	"2"	"2"	"39"	"943563.56"	"398205.1"
"19"	"B7"	"2"	"2"	"40"	"948793.44"	"398061.25"
"19"	"B7"	"2"	"2"	"41"	"954138.0"	"397990.38"
"19"	"B7"	"2"	"2"	"42"	"954807.2"	"397734.7"
"19"	"B7"	"2"	"2"	"43"	"956705.25"	"397617.66"
"19"	"B7"	"2"	"2"	"44"	"959832.4"	"397515.53"
"19"	"B7"	"2"	"2"	"45"	"960654.06"	"397489.7"
"19"	"B7"	"3"	"3"	"1"	"998220.0"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"999397.44"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"996888.3"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"994159.44"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"987490.8"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"984269.75"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"976725.94"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"970020.6"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"963556.56"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"957354.5"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"949721.8"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"944310.1"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"938007.56"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"930148.9"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"923880.06"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"916962.44"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"909736.8"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"903702.0"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"893679.94"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"889004.75"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"882860.1"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"874836.9"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"868983.75"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"861667.44"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"854923.6"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"847864.5"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"843584.5"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"834482.5"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"829214.7"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"822024.94"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"816052.94"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"808851.8"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"801311.94"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"796655.3"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"791668.44"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"781171.8"	"0.0"
"19"	"B7"	"3"	"3"	"1"	"776804.6"	"0.0"
