# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Stage Number"	"Step Number"	"Cycle Number"	"SYBR"	"ROX"
"49"	"E1"	"3"	"3"	"1"	"891743.4"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"885535.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"880059.7"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"871585.94"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"866461.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"859175.9"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"853881.75"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"844024.75"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"838365.1"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"831931.5"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"825582.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"819080.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"814912.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"805739.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"799488.25"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"791005.75"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"785703.5"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"779603.2"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"771491.56"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"765531.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"759574.1"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"751531.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"745448.5"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"739025.2"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"733247.44"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"726252.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"718069.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"710200.1"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"702495.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"697374.2"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"689010.5"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"681727.4"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"675537.06"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"667655.06"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"660194.7"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"653810.44"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"646682.94"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"640045.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"634257.44"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"626235.94"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"619847.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"611960.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"605189.5"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"598258.1"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"590599.25"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"583110.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"577556.06"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"569914.1"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"562213.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"555860.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"546388.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"539000.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"532973.9"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"525307.4"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"516152.03"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"506791.6"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"496084.53"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"483515.38"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"467413.06"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"446249.72"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"419845.78"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"377719.3"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"312035.7"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"227414.6"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"142891.45"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"93914.19"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"74091.32"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"64144.8"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"62424.543"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"61936.523"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"58495.473"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"60192.746"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"57625.098"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"57424.49"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"56396.258"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"54510.652"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"54749.152"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"53686.12"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"51936.88"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"53572.438"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"52013.934"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"50257.92"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"49999.152"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"49876.402"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"51393.95"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"50798.21"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"50935.19"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"47141.527"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"48169.984"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"48124.668"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"46772.242"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"47339.688"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"46727.96"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"45609.066"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"45335.305"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"45366.816"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"43081.87"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"43576.656"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"43442.086"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"42896.94"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"42012.723"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"41269.754"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"39703.11"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"42096.96"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"39624.375"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"39895.0"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"41007.242"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"37407.688"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"39190.008"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"36822.16"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"36853.668"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"35815.496"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"36211.734"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"35851.63"	"0.0"
"49"	"E1"	"3"	"3"	"1"	"35166.676"	"0.0"
"50"	"E2"	"2"	"2"	"1"	"83483.24"	"413462.38"
"50"	"E2"	"2"	"2"	"2"	"85868.96"	"413837.34"
"50"	"E2"	"2"	"2"	"3"	"87626.47"	"414952.25"
"50"	"E2"	"2"	"2"	"4"	"88982.14"	"415344.4"
"50"	"E2"	"2"	"2"	"5"	"89984.47"	"415459.88"
"50"	"E2"	"2"	"2"	"6"	"90898.305"	"415892.88"
"50"	"E2"	"2"	"2"	"7"	"92103.82"	"415808.72"
"50"	"E2"	"2"	"2"	"8"	"92939.75"	"415693.0"
"50"	"E2"	"2"	"2"	"9"	"95321.516"	"415508.34"
"50"	"E2"	"2"	"2"	"10"	"96504.39"	"415477.25"
"50"	"E2"	"2"	"2"	"11"	"97860.52"	"415251.6"
"50"	"E2"	"2"	"2"	"12"	"98821.52"	"414997.66"
"50"	"E2"	"2"	"2"	"13"	"100099.766"	"414835.56"
"50"	"E2"	"2"	"2"	"14"	"100589.8"	"414613.34"
"50"	"E2"	"2"	"2"	"15"	"101251.04"	"414461.2"
"50"	"E2"	"2"	"2"	"16"	"101789.49"	"414397.47"
"50"	"E2"	"2"	"2"	"17"	"104052.18"	"414406.47"
"50"	"E2"	"2"	"2"	"18"	"105011.82"	"414451.72"
"50"	"E2"	"2"	"2"	"19"	"106803.43"	"414472.9"
"50"	"E2"	"2"	"2"	"20"	"108958.93"	"414282.7"
"50"	"E2"	"2"	"2"	"21"	"111039.555"	"414076.44"
"50"	"E2"	"2"	"2"	"22"	"114717.84"	"413836.22"
"50"	"E2"	"2"	"2"	"23"	"120946.72"	"413576.06"
"50"	"E2"	"2"	"2"	"24"	"132703.62"	"413341.5"
"50"	"E2"	"2"	"2"	"25"	"156793.89"	"413060.7"
"50"	"E2"	"2"	"2"	"26"	"197282.69"	"412598.06"
"50"	"E2"	"2"	"2"	"27"	"263187.34"	"412432.34"
"50"	"E2"	"2"	"2"	"28"	"357924.78"	"412613.06"
"50"	"E2"	"2"	"2"	"29"	"473278.7"	"412513.53"
"50"	"E2"	"2"	"2"	"30"	"590084.25"	"412325.9"
"50"	"E2"	"2"	"2"	"31"	"693995.8"	"412158.06"
"50"	"E2"	"2"	"2"	"32"	"775837.5"	"412084.9"
"50"	"E2"	"2"	"2"	"33"	"839198.94"	"412081.25"
"50"	"E2"	"2"	"2"	"34"	"888155.3"	"411882.47"
"50"	"E2"	"2"	"2"	"35"	"922224.1"	"411869.6"
"50"	"E2"	"2"	"2"	"36"	"945606.94"	"412331.5"
"50"	"E2"	"2"	"2"	"37"	"964018.5"	"412067.9"
"50"	"E2"	"2"	"2"	"38"	"976091.94"	"411734.1"
"50"	"E2"	"2"	"2"	"39"	"984128.4"	"411572.88"
"50"	"E2"	"2"	"2"	"40"	"990131.8"	"411529.88"
"50"	"E2"	"2"	"2"	"41"	"993454.9"	"411479.25"
"50"	"E2"	"2"	"2"	"42"	"994678.44"	"411181.9"
"50"	"E2"	"2"	"2"	"43"	"995803.1"	"410260.03"
"50"	"E2"	"2"	"2"	"44"	"998826.75"	"410171.6"
"50"	"E2"	"2"	"2"	"45"	"1001455.56"	"410742.97"
"50"	"E2"	"3"	"3"	"1"	"1039838.75"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1043285.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1040021.1"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1035570.2"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1031194.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1023736.6"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1018269.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1011280.44"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"1005376.44"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"995498.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"991008.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"983909.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"977477.0"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"966878.6"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"960363.0"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"952472.8"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"945983.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"937315.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"932018.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"923820.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"916331.9"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"907738.2"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"901720.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"897114.2"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"886605.75"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"880046.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"873762.44"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"864075.44"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"856655.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"849888.9"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"843074.7"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"834863.1"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"829029.7"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"822601.56"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"813222.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"806911.6"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"801829.8"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"793248.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"786591.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"779374.56"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"769844.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"761828.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"756925.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"747695.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"739214.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"731698.1"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"724634.9"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"716985.75"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"710263.94"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"703948.0"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"695090.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"688362.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"679265.0"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"670153.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"665187.7"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"658147.94"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"648785.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"643863.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"635288.1"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"627723.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"619851.8"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"613105.6"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"604370.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"595554.8"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"587478.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"579370.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"570667.44"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"564535.06"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"554729.2"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"540741.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"527614.3"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"512211.8"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"489797.12"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"460403.94"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"415426.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"344058.03"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"250805.36"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"160964.25"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"105704.82"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"83167.195"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"74088.19"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"71230.39"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"68457.625"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"68262.11"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"68691.4"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"68189.52"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"66344.19"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"65067.816"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"66115.89"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"64230.043"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"62851.016"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"62251.504"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"61857.0"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"60784.87"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"61523.29"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"61409.586"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"60363.46"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"58116.953"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"57901.266"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"58004.766"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"58021.227"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"55383.223"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"56375.406"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"57900.805"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"55493.676"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"53893.85"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"53240.215"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"53459.223"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"52874.29"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"53487.055"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"52327.016"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"51874.547"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"50726.832"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"48500.527"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"48407.52"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"48414.727"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"49279.105"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"46898.438"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"49337.57"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"45470.316"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"48315.5"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"45979.34"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"45874.992"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"44788.215"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"45118.81"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"45229.87"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"42484.832"	"0.0"
"50"	"E2"	"3"	"3"	"1"	"44256.23"	"0.0"
"51"	"E3"	"2"	"2"	"1"	"85473.05"	"417568.75"
"51"	"E3"	"2"	"2"	"2"	"87828.47"	"417853.3"
"51"	"E3"	"2"	"2"	"3"	"89358.99"	"418977.16"
"51"	"E3"	"2"	"2"	"4"	"89600.54"	"420161.62"
"51"	"E3"	"2"	"2"	"5"	"91025.18"	"420513.9"
"51"	"E3"	"2"	"2"	"6"	"91914.336"	"420739.3"
"51"	"E3"	"2"	"2"	"7"	"93286.54"	"420563.25"
"51"	"E3"	"2"	"2"	"8"	"93855.49"	"420360.66"
"51"	"E3"	"2"	"2"	"9"	"95337.82"	"420172.3"
"51"	"E3"	"2"	"2"	"10"	"96006.57"	"420308.44"
"51"	"E3"	"2"	"2"	"11"	"96585.11"	"420249.44"
"51"	"E3"	"2"	"2"	"12"	"98225.84"	"419772.44"
"51"	"E3"	"2"	"2"	"13"	"99446.836"	"419479.4"
"51"	"E3"	"2"	"2"	"14"	"100335.445"	"419431.38"
"51"	"E3"	"2"	"2"	"15"	"100437.484"	"419247.47"
"51"	"E3"	"2"	"2"	"16"	"101698.2"	"419179.97"
"51"	"E3"	"2"	"2"	"17"	"103372.94"	"419033.22"
"51"	"E3"	"2"	"2"	"18"	"104452.44"	"418656.0"
"51"	"E3"	"2"	"2"	"19"	"104638.6"	"418414.34"
"51"	"E3"	"2"	"2"	"20"	"106363.05"	"418399.94"
"51"	"E3"	"2"	"2"	"21"	"108856.0"	"418164.62"
"51"	"E3"	"2"	"2"	"22"	"112327.57"	"417639.8"
"51"	"E3"	"2"	"2"	"23"	"119314.03"	"417288.94"
"51"	"E3"	"2"	"2"	"24"	"131047.46"	"416885.06"
"51"	"E3"	"2"	"2"	"25"	"150685.53"	"416647.03"
"51"	"E3"	"2"	"2"	"26"	"185137.88"	"416594.88"
"51"	"E3"	"2"	"2"	"27"	"244875.69"	"416694.06"
"51"	"E3"	"2"	"2"	"28"	"334103.75"	"416383.44"
"51"	"E3"	"2"	"2"	"29"	"447585.78"	"415999.3"
"51"	"E3"	"2"	"2"	"30"	"568360.0"	"415820.8"
"51"	"E3"	"2"	"2"	"31"	"676938.7"	"415800.16"
"51"	"E3"	"2"	"2"	"32"	"765481.9"	"415664.7"
"51"	"E3"	"2"	"2"	"33"	"833020.75"	"415526.16"
"51"	"E3"	"2"	"2"	"34"	"883954.56"	"415506.94"
"51"	"E3"	"2"	"2"	"35"	"921634.8"	"415525.44"
"51"	"E3"	"2"	"2"	"36"	"948151.56"	"415445.94"
"51"	"E3"	"2"	"2"	"37"	"968253.7"	"415376.72"
"51"	"E3"	"2"	"2"	"38"	"981306.44"	"414958.9"
"51"	"E3"	"2"	"2"	"39"	"989313.5"	"414785.5"
"51"	"E3"	"2"	"2"	"40"	"994650.4"	"414758.2"
"51"	"E3"	"2"	"2"	"41"	"998478.0"	"414538.97"
"51"	"E3"	"2"	"2"	"42"	"1000042.8"	"414220.44"
"51"	"E3"	"2"	"2"	"43"	"1002648.3"	"413922.84"
"51"	"E3"	"2"	"2"	"44"	"1004978.8"	"413898.28"
"51"	"E3"	"2"	"2"	"45"	"1007570.5"	"414056.97"
"51"	"E3"	"3"	"3"	"1"	"1049782.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1048700.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1046970.2"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1044228.56"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1037746.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1031917.6"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1024063.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1017842.94"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1011916.0"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"1001927.44"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"996947.7"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"989404.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"983920.94"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"974252.56"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"967728.0"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"960382.56"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"951785.94"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"945332.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"938160.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"930639.3"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"924081.1"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"916837.8"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"908016.1"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"902905.25"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"893118.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"885566.25"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"879535.2"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"872084.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"864160.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"856015.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"850300.3"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"842617.0"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"833344.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"828836.94"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"818401.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"813002.0"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"806107.7"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"799346.2"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"791084.75"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"784672.2"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"775765.9"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"766232.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"759265.3"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"750691.0"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"744189.7"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"736442.8"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"728279.3"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"718624.6"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"714071.25"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"705242.8"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"697819.25"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"689986.06"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"681203.1"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"674719.44"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"667423.4"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"659407.94"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"650971.75"	"0.0"
"51"	"E3"	"3"	"3"	"1"	"646315.94"	"0.0"
