# File Name: C:\Users\smith.j\OneDrive - wehi.edu.au\Documents\Testing-Git\proxipal\app\data\251110_iPLA_NfLplasma_demo2\251112\251110_iPLA_NfLplasma_demo2.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272513413
# Instrument Serial Number: 272513413
# Heated Cover Serial Number:
# Block serial number: 21125672
# Run Start Date/Time: 2025-11-12 07:37:23 PM AEDT
# Run End Data/Time: 2025-11-12 08:42:03 PM AEDT
# Run Duration: 64 minutes 39 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2025-12-17 03:45:32 PM AEDT
# Software Name and Version: Design & Analysis Software v3.0.1
# Plugin Name and Version: Primary Analysis v1.9.0, Standard Curve v1.8.1
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2025-12-17 03:45:52 PM AEDT
"Well"	"Well Position"	"Omit"	"Sample"	"Target"	"Task"	"Reporter"	"Quencher"	"Amp Status"	"Amp Score"	"Curve Quality"	"Result Quality Issues"	"Cq"	"Cq Confidence"	"Cq Mean"	"Cq SD"	"Auto Threshold"	"Threshold"	"Auto Baseline"	"Baseline Start"	"Baseline End"	"Tm1"	"Tm2"	"Tm3"	"Tm4"	"Tm5"
"62"	"F2"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3612658562541449"	""	""	"25.278175123206964"	"0.9418430200202695"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.8033676147461"	""	""	""	""
"63"	"F3"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3649102066327585"	""	""	"22.728754595878833"	"0.9472830610349223"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"18"	"80.9597396850586"	""	""	""	""
"64"	"F4"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3685726520380028"	""	""	"22.645971938118095"	"0.9401292142458644"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.9597396850586"	""	""	""	""
"65"	"F5"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3656489252465944"	""	""	"26.14853713048391"	"0.9517624328920847"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.918701171875"	""	""	""	""
"66"	"F6"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3687997950484752"	""	""	"26.1441247437323"	"0.944583018372531"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.918701171875"	""	""	""	""
"67"	"F7"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3635273060730881"	""	""	"25.898182629530282"	"0.939464298959186"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""
"68"	"F8"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3618273625169541"	""	""	"25.957465646594528"	"0.9396368477302507"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9585189819336"	""	""	""	""
"69"	"F9"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3670005012297402"	""	""	"24.923594327536684"	"0.949325528135533"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.91810607910156"	""	""	""	""
"70"	"F10"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3686859807471672"	""	""	"24.671441230376438"	"0.93151922433136"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"20"	"81.05509185791016"	""	""	""	""
"71"	"F11"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.359203770226935"	""	""	"25.802721148103736"	"0.9175784625043995"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.76512908935547"	""	""	""	""
"72"	"F12"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.35849309011727"	""	""	"25.815843728325177"	"0.9255451330590883"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.76512908935547"	""	""	""	""
"73"	"G1"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3508774128499157"	""	""	"25.939341462275678"	"0.9471943724683854"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.94042205810547"	""	""	""	""
"74"	"G2"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3635501382120314"	""	""	"25.701557760122157"	"0.9487718602711335"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"5"	"21"	"80.8033676147461"	""	""	""	""
"75"	"G3"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3642385353786923"	""	""	"24.849902793184484"	"0.9456253970350499"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9597396850586"	""	""	""	""
"76"	"G4"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.374710887530399"	""	""	"24.68173178516315"	"0.9481438282610756"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"16"	"20"	"80.9597396850586"	""	""	""	""
"77"	"G5"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3653739790886488"	""	""	"28.421017156168915"	"0.9343415289985408"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"15"	"24"	"81.05567932128906"	""	""	""	""
"78"	"G6"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3660704059512105"	""	""	"28.297101998168564"	"0.9803699153865058"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"14"	"24"	"81.05567932128906"	""	""	""	""
"79"	"G7"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.366362914693152"	""	""	"25.38708349788496"	"0.9352846506028945"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""
"80"	"G8"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.366032510368474"	""	""	"25.454097262665563"	"0.9400661385894972"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9585189819336"	""	""	""	""
"81"	"G9"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3681679405913236"	""	""	"24.343085831346997"	"0.9379319795216728"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"15"	"20"	"81.05509185791016"	""	""	""	""
"82"	"G10"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.364774431699569"	""	""	"24.198842192878956"	"0.9460124772206463"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"19"	"81.05509185791016"	""	""	""	""
"83"	"G11"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3545604547385715"	""	""	"24.19786701736919"	"0.9212343927425768"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.76512908935547"	""	""	""	""
"84"	"G12"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3502147554912185"	""	""	"24.407573498808603"	"0.9275703188043488"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.76512908935547"	""	""	""	""
"85"	"H1"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3583134653786766"	""	""	"24.49395552384385"	"0.9430167907703665"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.94042205810547"	""	""	""	""
"86"	"H2"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3614846271034196"	""	""	"24.383531940781026"	"0.9459988292748854"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"20"	"80.8033676147461"	""	""	""	""
"87"	"H3"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3611772387772472"	""	""	"25.926969652544933"	"0.944852586032391"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"21"	"80.9597396850586"	""	""	""	""
"88"	"H4"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3593849727956753"	""	""	"25.980923570585325"	"0.9346135498275306"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9597396850586"	""	""	""	""
"89"	"H5"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.4051410809401423"	""	""	"30.925986494328086"	"0.9516041948818845"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"16"	"26"	"81.05567932128906"	""	""	""	""
"90"	"H6"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3648537435442212"	""	""	"31.341957574606354"	"0.9392912885965172"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"21"	"26"	"80.918701171875"	""	""	""	""
"91"	"H7"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.364847943279519"	""	""	"26.064170528945866"	"0.927560265077555"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"13"	"22"	"80.9585189819336"	""	""	""	""
"92"	"H8"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3661332189020299"	""	""	"25.981900329399828"	"0.9371256022865347"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"80.9585189819336"	""	""	""	""
"93"	"H9"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3661746326583273"	""	""	"25.260568710646147"	"0.9423419340420227"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"12"	"21"	"81.05509185791016"	""	""	""	""
"94"	"H10"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3713577570815498"	""	""	"25.171337194239378"	"0.9560670813023382"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"16"	"21"	"81.05509185791016"	""	""	""	""
"95"	"H11"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.3587436580446015"	""	""	"22.255979104194857"	"0.9452362284260317"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.76512908935547"	""	""	""	""
"96"	"H12"	"FALSE"	"Sample 1"	"Target 1"	"UNKNOWN"	"SYBR"	"None"	"AMP"	"1.351647993667172"	""	""	"22.33993134992761"	"0.9381773859098748"	"24.45756170655361"	"2.5964695479533315"	"FALSE"	"0.1"	"TRUE"	"11"	"18"	"80.76512908935547"	""	""	""	""
